"Column Name","Label"
"DP4_0130C","Number!!GROSS RENT!!Renter-occupied housing units!!Less than $100"
"DP4_0130CA","Annotation of Number!!GROSS RENT!!Renter-occupied housing units!!Less than $100"
"DP4_0131C","Number!!GROSS RENT!!Renter-occupied housing units!!$100 to $149"
"DP4_0131CA","Annotation of Number!!GROSS RENT!!Renter-occupied housing units!!$100 to $149"
"DP4_0132C","Number!!GROSS RENT!!Renter-occupied housing units!!$150 to $199"
"DP4_0132CA","Annotation of Number!!GROSS RENT!!Renter-occupied housing units!!$150 to $199"
"DP4_0133C","Number!!GROSS RENT!!Renter-occupied housing units!!$200 to $299"
"DP4_0133CA","Annotation of Number!!GROSS RENT!!Renter-occupied housing units!!$200 to $299"
"DP4_0134C","Number!!GROSS RENT!!Renter-occupied housing units!!$300 to $399"
"DP4_0134CA","Annotation of Number!!GROSS RENT!!Renter-occupied housing units!!$300 to $399"
"DP4_0135C","Number!!GROSS RENT!!Renter-occupied housing units!!$400 to $499"
"DP4_0135CA","Annotation of Number!!GROSS RENT!!Renter-occupied housing units!!$400 to $499"
"DP4_0136C","Number!!GROSS RENT!!Renter-occupied housing units!!$500 or more"
"DP4_0136CA","Annotation of Number!!GROSS RENT!!Renter-occupied housing units!!$500 or more"
"DP4_0137C","Number!!GROSS RENT!!Renter-occupied housing units!!No rent paid"
"DP4_0137CA","Annotation of Number!!GROSS RENT!!Renter-occupied housing units!!No rent paid"
"DP4_0138C","Number!!GROSS RENT!!Renter-occupied housing units!!Median (dollars)"
"DP4_0138CA","Annotation of Number!!GROSS RENT!!Renter-occupied housing units!!Median (dollars)"
"DP4_0139C","Number!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units"
"DP4_0139CA","Annotation of Number!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units"
"DP4_0140C","Number!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!Less than 10.0 percent"
"DP4_0140CA","Annotation of Number!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!Less than 10.0 percent"
"DP4_0141C","Number!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!10.0 to 14.9 percent"
"DP4_0141CA","Annotation of Number!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!10.0 to 14.9 percent"
"DP4_0142C","Number!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!15.0 to 19.9 percent"
"DP4_0142CA","Annotation of Number!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!15.0 to 19.9 percent"
"DP4_0143C","Number!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!20.0 to 24.9 percent"
"DP4_0143CA","Annotation of Number!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!20.0 to 24.9 percent"
"DP4_0144C","Number!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!25.0 to 29.9 percent"
"DP4_0144CA","Annotation of Number!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!25.0 to 29.9 percent"
"DP4_0145C","Number!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!30.0 to 34.9 percent"
"DP4_0145CA","Annotation of Number!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!30.0 to 34.9 percent"
"DP4_0146C","Number!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!35.0 percent or more"
"DP4_0146CA","Annotation of Number!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!35.0 percent or more"
"DP4_0147C","Number!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!Not computed"
"DP4_0147CA","Annotation of Number!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!Not computed"
"DP4_0001P","Percent!!HOUSING OCCUPANCY!!Total housing units"
"DP4_0001PA","Annotation of Percent!!HOUSING OCCUPANCY!!Total housing units"
"DP4_0002P","Percent!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units"
"DP4_0002PA","Annotation of Percent!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units"
"DP4_0003P","Percent!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units!!Population in occupied housing units"
"DP4_0003PA","Annotation of Percent!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units!!Population in occupied housing units"
"DP4_0004P","Percent!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units!!Average household size"
"DP4_0004PA","Annotation of Percent!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units!!Average household size"
"DP4_0005P","Percent!!HOUSING OCCUPANCY!!Total housing units!!Vacant housing units"
"DP4_0005PA","Annotation of Percent!!HOUSING OCCUPANCY!!Total housing units!!Vacant housing units"
"DP4_0006P","Percent!!HOUSING OCCUPANCY!!Total housing units!!Vacant housing units!!For seasonal, recreational, or occasional use"
"DP4_0006PA","Annotation of Percent!!HOUSING OCCUPANCY!!Total housing units!!Vacant housing units!!For seasonal, recreational, or occasional use"
"DP4_0007P","Percent!!HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate (percent) [1]"
"DP4_0007PA","Annotation of Percent!!HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate (percent) [1]"
"DP4_0008P","Percent!!HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate (percent) [2]"
"DP4_0008PA","Annotation of Percent!!HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate (percent) [2]"
"DP4_0009P","Percent!!HOUSING TENURE!!Occupied housing units"
"DP4_0009PA","Annotation of Percent!!HOUSING TENURE!!Occupied housing units"
"DP4_0010P","Percent!!HOUSING TENURE!!Occupied housing units!!Owner-occupied housing units"
"DP4_0010PA","Annotation of Percent!!HOUSING TENURE!!Occupied housing units!!Owner-occupied housing units"
"DP4_0011P","Percent!!HOUSING TENURE!!Occupied housing units!!Owner-occupied housing units!!Population in owner-occupied housing units"
"DP4_0011PA","Annotation of Percent!!HOUSING TENURE!!Occupied housing units!!Owner-occupied housing units!!Population in owner-occupied housing units"
"DP4_0012P","Percent!!HOUSING TENURE!!Occupied housing units!!Owner-occupied housing units!!Average household size of owner-occupied housing units"
"DP4_0012PA","Annotation of Percent!!HOUSING TENURE!!Occupied housing units!!Owner-occupied housing units!!Average household size of owner-occupied housing units"
"DP4_0013P","Percent!!HOUSING TENURE!!Occupied housing units!!Renter-occupied housing units"
"DP4_0013PA","Annotation of Percent!!HOUSING TENURE!!Occupied housing units!!Renter-occupied housing units"
"DP4_0014P","Percent!!HOUSING TENURE!!Occupied housing units!!Renter-occupied housing units!!Population in renter-occupied housing units"
"DP4_0014PA","Annotation of Percent!!HOUSING TENURE!!Occupied housing units!!Renter-occupied housing units!!Population in renter-occupied housing units"
"DP4_0015P","Percent!!HOUSING TENURE!!Occupied housing units!!Renter-occupied housing units!!Average household size of renter-occupied housing units"
"DP4_0015PA","Annotation of Percent!!HOUSING TENURE!!Occupied housing units!!Renter-occupied housing units!!Average household size of renter-occupied housing units"
"DP4_0016P","Percent!!UNITS IN STRUCTURE!!Total housing units"
"DP4_0016PA","Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units"
"DP4_0017P","Percent!!UNITS IN STRUCTURE!!Total housing units!!1 unit, detached"
"DP4_0017PA","Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!1 unit, detached"
"DP4_0018P","Percent!!UNITS IN STRUCTURE!!Total housing units!!1 unit, attached"
"DP4_0018PA","Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!1 unit, attached"
"DP4_0019P","Percent!!UNITS IN STRUCTURE!!Total housing units!!1 unit with 2 houses"
"DP4_0019PA","Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!1 unit with 2 houses"
"DP4_0020P","Percent!!UNITS IN STRUCTURE!!Total housing units!!1 unit with 3 or more houses"
"DP4_0020PA","Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!1 unit with 3 or more houses"
"DP4_0021P","Percent!!UNITS IN STRUCTURE!!Total housing units!!2 units"
"DP4_0021PA","Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!2 units"
"DP4_0022P","Percent!!UNITS IN STRUCTURE!!Total housing units!!3 or 4 units"
"DP4_0022PA","Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!3 or 4 units"
"DP4_0023P","Percent!!UNITS IN STRUCTURE!!Total housing units!!5 to 9 units"
"DP4_0023PA","Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!5 to 9 units"
"DP4_0024P","Percent!!UNITS IN STRUCTURE!!Total housing units!!10 to 19 units"
"DP4_0024PA","Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!10 to 19 units"
"DP4_0025P","Percent!!UNITS IN STRUCTURE!!Total housing units!!20 or more units"
"DP4_0025PA","Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!20 or more units"
"DP4_0026P","Percent!!UNITS IN STRUCTURE!!Total housing units!!Mobile home"
"DP4_0026PA","Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!Mobile home"
"DP4_0027P","Percent!!UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc."
"DP4_0027PA","Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc."
"DP4_0028P","Percent!!YEAR STRUCTURE BUILT!!Total housing units"
"DP4_0028PA","Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units"
"DP4_0029P","Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2019 to 2020"
"DP4_0029PA","Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2019 to 2020"
"DP4_0030P","Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2018"
"DP4_0030PA","Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2018"
"DP4_0031P","Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009"
"DP4_0031PA","Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009"
"DP4_0032P","Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999"
"DP4_0032PA","Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999"
"DP4_0033P","Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989"
"DP4_0033PA","Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989"
"DP4_0034P","Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979"
"DP4_0034PA","Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979"
"DP4_0035P","Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969"
"DP4_0035PA","Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969"
"DP4_0036P","Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959"
"DP4_0036PA","Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959"
"DP4_0037P","Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949"
"DP4_0037PA","Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949"
"DP4_0038P","Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier"
"DP4_0038PA","Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier"
"DP4_0039P","Percent!!ROOMS!!Total housing units"
"DP4_0039PA","Annotation of Percent!!ROOMS!!Total housing units"
"DP4_0040P","Percent!!ROOMS!!Total housing units!!1 room"
"DP4_0040PA","Annotation of Percent!!ROOMS!!Total housing units!!1 room"
"DP4_0041P","Percent!!ROOMS!!Total housing units!!2 rooms"
"DP4_0041PA","Annotation of Percent!!ROOMS!!Total housing units!!2 rooms"
"DP4_0042P","Percent!!ROOMS!!Total housing units!!3 rooms"
"DP4_0042PA","Annotation of Percent!!ROOMS!!Total housing units!!3 rooms"
"DP4_0043P","Percent!!ROOMS!!Total housing units!!4 rooms"
"DP4_0043PA","Annotation of Percent!!ROOMS!!Total housing units!!4 rooms"
"DP4_0044P","Percent!!ROOMS!!Total housing units!!5 rooms"
"DP4_0044PA","Annotation of Percent!!ROOMS!!Total housing units!!5 rooms"
"DP4_0045P","Percent!!ROOMS!!Total housing units!!6 rooms"
"DP4_0045PA","Annotation of Percent!!ROOMS!!Total housing units!!6 rooms"
"DP4_0046P","Percent!!ROOMS!!Total housing units!!7 rooms"
"DP4_0046PA","Annotation of Percent!!ROOMS!!Total housing units!!7 rooms"
"DP4_0047P","Percent!!ROOMS!!Total housing units!!8 rooms"
"DP4_0047PA","Annotation of Percent!!ROOMS!!Total housing units!!8 rooms"
"DP4_0048P","Percent!!ROOMS!!Total housing units!!9 or more rooms"
"DP4_0048PA","Annotation of Percent!!ROOMS!!Total housing units!!9 or more rooms"
"DP4_0049P","Percent!!ROOMS!!Total housing units!!Median (rooms)"
"DP4_0049PA","Annotation of Percent!!ROOMS!!Total housing units!!Median (rooms)"
"DP4_0050P","Percent!!BEDROOMS!!Total housing units"
"DP4_0050PA","Annotation of Percent!!BEDROOMS!!Total housing units"
"DP4_0051P","Percent!!BEDROOMS!!Total housing units!!No bedroom"
"DP4_0051PA","Annotation of Percent!!BEDROOMS!!Total housing units!!No bedroom"
"DP4_0052P","Percent!!BEDROOMS!!Total housing units!!1 bedroom"
"DP4_0052PA","Annotation of Percent!!BEDROOMS!!Total housing units!!1 bedroom"
"DP4_0053P","Percent!!BEDROOMS!!Total housing units!!2 bedrooms"
"DP4_0053PA","Annotation of Percent!!BEDROOMS!!Total housing units!!2 bedrooms"
"DP4_0054P","Percent!!BEDROOMS!!Total housing units!!3 bedrooms"
"DP4_0054PA","Annotation of Percent!!BEDROOMS!!Total housing units!!3 bedrooms"
"DP4_0055P","Percent!!BEDROOMS!!Total housing units!!4 bedrooms"
"DP4_0055PA","Annotation of Percent!!BEDROOMS!!Total housing units!!4 bedrooms"
"DP4_0056P","Percent!!BEDROOMS!!Total housing units!!5 or more bedrooms"
"DP4_0056PA","Annotation of Percent!!BEDROOMS!!Total housing units!!5 or more bedrooms"
"DP4_0057P","Percent!!SOURCE OF WATER!!Total housing units"
"DP4_0057PA","Annotation of Percent!!SOURCE OF WATER!!Total housing units"
"DP4_0058P","Percent!!SOURCE OF WATER!!Total housing units!!Public system"
"DP4_0058PA","Annotation of Percent!!SOURCE OF WATER!!Total housing units!!Public system"
"DP4_0059P","Percent!!SOURCE OF WATER!!Total housing units!!Cistern, catchment, tanks, or drums"
"DP4_0059PA","Annotation of Percent!!SOURCE OF WATER!!Total housing units!!Cistern, catchment, tanks, or drums"
"DP4_0060P","Percent!!SOURCE OF WATER!!Total housing units!!Delivery vendor or water truck"
"DP4_0060PA","Annotation of Percent!!SOURCE OF WATER!!Total housing units!!Delivery vendor or water truck"
"DP4_0061P","Percent!!SOURCE OF WATER!!Total housing units!!Supermarket or grocery store"
"DP4_0061PA","Annotation of Percent!!SOURCE OF WATER!!Total housing units!!Supermarket or grocery store"
"DP4_0062P","Percent!!SOURCE OF WATER!!Total housing units!!Some other source"
"DP4_0062PA","Annotation of Percent!!SOURCE OF WATER!!Total housing units!!Some other source"
"DP4_0063P","Percent!!SEWAGE DISPOSAL!!Total housing units"
"DP4_0063PA","Annotation of Percent!!SEWAGE DISPOSAL!!Total housing units"
"DP4_0064P","Percent!!SEWAGE DISPOSAL!!Total housing units!!Public sewer"
"DP4_0064PA","Annotation of Percent!!SEWAGE DISPOSAL!!Total housing units!!Public sewer"
"DP4_0065P","Percent!!SEWAGE DISPOSAL!!Total housing units!!Septic tank or cesspool"
"DP4_0065PA","Annotation of Percent!!SEWAGE DISPOSAL!!Total housing units!!Septic tank or cesspool"
"DP4_0066P","Percent!!SEWAGE DISPOSAL!!Total housing units!!Other means"
"DP4_0066PA","Annotation of Percent!!SEWAGE DISPOSAL!!Total housing units!!Other means"
"DP4_0067P","Percent!!SELECTED CHARACTERISTICS!!Total housing units"
"DP4_0067PA","Annotation of Percent!!SELECTED CHARACTERISTICS!!Total housing units"
"DP4_0068P","Percent!!SELECTED CHARACTERISTICS!!Total housing units!!Lacking complete plumbing facilities"
"DP4_0068PA","Annotation of Percent!!SELECTED CHARACTERISTICS!!Total housing units!!Lacking complete plumbing facilities"
"DP4_0069P","Percent!!SELECTED CHARACTERISTICS!!Total housing units!!Lacking complete kitchen facilities"
"DP4_0069PA","Annotation of Percent!!SELECTED CHARACTERISTICS!!Total housing units!!Lacking complete kitchen facilities"
"DP4_0070P","Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units"
"DP4_0070PA","Annotation of Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units"
"DP4_0071P","Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2019 to 2020"
"DP4_0071PA","Annotation of Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2019 to 2020"
"DP4_0072P","Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 to 2018"
"DP4_0072PA","Annotation of Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 to 2018"
"DP4_0073P","Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009"
"DP4_0073PA","Annotation of Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009"
"DP4_0074P","Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999"
"DP4_0074PA","Annotation of Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999"
"DP4_0075P","Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1980 to 1989"
"DP4_0075PA","Annotation of Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1980 to 1989"
"DP4_0076P","Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1979 or earlier"
"DP4_0076PA","Annotation of Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1979 or earlier"
"DP4_0077P","Percent!!VEHICLES AVAILABLE!!Occupied housing units"
"DP4_0077PA","Annotation of Percent!!VEHICLES AVAILABLE!!Occupied housing units"
"DP4_0078P","Percent!!VEHICLES AVAILABLE!!Occupied housing units!!No vehicle available"
"DP4_0078PA","Annotation of Percent!!VEHICLES AVAILABLE!!Occupied housing units!!No vehicle available"
"DP4_0079P","Percent!!VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available"
"DP4_0079PA","Annotation of Percent!!VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available"
"DP4_0080P","Percent!!VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available"
"DP4_0080PA","Annotation of Percent!!VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available"
"DP4_0081P","Percent!!VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available"
"DP4_0081PA","Annotation of Percent!!VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available"
"DP4_0082P","Percent!!OCCUPANTS PER ROOM!!Occupied housing units"
"DP4_0082PA","Annotation of Percent!!OCCUPANTS PER ROOM!!Occupied housing units"
"DP4_0083P","Percent!!OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less occupants per room"
"DP4_0083PA","Annotation of Percent!!OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less occupants per room"
"DP4_0084P","Percent!!OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50 occupants per room"
"DP4_0084PA","Annotation of Percent!!OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50 occupants per room"
"DP4_0085P","Percent!!OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more occupants per room"
"DP4_0085PA","Annotation of Percent!!OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more occupants per room"
"DP4_0086P","Percent!!TELEPHONE SERVICE AVAILABLE!!Occupied housing units"
"DP4_0086PA","Annotation of Percent!!TELEPHONE SERVICE AVAILABLE!!Occupied housing units"
"DP4_0087P","Percent!!TELEPHONE SERVICE AVAILABLE!!Occupied housing units!!With telephone service available"
"DP4_0087PA","Annotation of Percent!!TELEPHONE SERVICE AVAILABLE!!Occupied housing units!!With telephone service available"
"DP4_0088P","Percent!!TELEPHONE SERVICE AVAILABLE!!Occupied housing units!!Without telephone service available"
"DP4_0088PA","Annotation of Percent!!TELEPHONE SERVICE AVAILABLE!!Occupied housing units!!Without telephone service available"
"DP4_0089P","Percent!!COMPUTER AND INTERNET USE!!Occupied housing units"
"DP4_0089PA","Annotation of Percent!!COMPUTER AND INTERNET USE!!Occupied housing units"
"DP4_0090P","Percent!!COMPUTER AND INTERNET USE!!Occupied housing units!!With a computer"
"DP4_0090PA","Annotation of Percent!!COMPUTER AND INTERNET USE!!Occupied housing units!!With a computer"
"DP4_0091P","Percent!!COMPUTER AND INTERNET USE!!Occupied housing units!!With a broadband Internet subscription"
"DP4_0091PA","Annotation of Percent!!COMPUTER AND INTERNET USE!!Occupied housing units!!With a broadband Internet subscription"
"DP4_0092P","Percent!!VALUE!!Owner-occupied housing units"
"DP4_0092PA","Annotation of Percent!!VALUE!!Owner-occupied housing units"
"DP4_0093P","Percent!!VALUE!!Owner-occupied housing units!!Less than $10,000"
"DP4_0093PA","Annotation of Percent!!VALUE!!Owner-occupied housing units!!Less than $10,000"
"DP4_0094P","Percent!!VALUE!!Owner-occupied housing units!!$10,000 to $19,999"
"DP4_0094PA","Annotation of Percent!!VALUE!!Owner-occupied housing units!!$10,000 to $19,999"
"DP4_0095P","Percent!!VALUE!!Owner-occupied housing units!!$20,000 to $29,999"
"DP4_0095PA","Annotation of Percent!!VALUE!!Owner-occupied housing units!!$20,000 to $29,999"
"DP4_0096P","Percent!!VALUE!!Owner-occupied housing units!!$30,000 to $39,999"
"DP4_0096PA","Annotation of Percent!!VALUE!!Owner-occupied housing units!!$30,000 to $39,999"
"DP4_0097P","Percent!!VALUE!!Owner-occupied housing units!!$40,000 to $49,999"
"DP4_0097PA","Annotation of Percent!!VALUE!!Owner-occupied housing units!!$40,000 to $49,999"
"DP4_0098P","Percent!!VALUE!!Owner-occupied housing units!!$50,000 to $59,999"
"DP4_0098PA","Annotation of Percent!!VALUE!!Owner-occupied housing units!!$50,000 to $59,999"
"DP4_0099P","Percent!!VALUE!!Owner-occupied housing units!!$60,000 to $79,999"
"DP4_0099PA","Annotation of Percent!!VALUE!!Owner-occupied housing units!!$60,000 to $79,999"
"DP4_0100P","Percent!!VALUE!!Owner-occupied housing units!!$80,000 to $99,999"
"DP4_0100PA","Annotation of Percent!!VALUE!!Owner-occupied housing units!!$80,000 to $99,999"
"DP4_0101P","Percent!!VALUE!!Owner-occupied housing units!!$100,000 to $124,999"
"DP4_0101PA","Annotation of Percent!!VALUE!!Owner-occupied housing units!!$100,000 to $124,999"
"DP4_0102P","Percent!!VALUE!!Owner-occupied housing units!!$125,000 to $149,999"
"DP4_0102PA","Annotation of Percent!!VALUE!!Owner-occupied housing units!!$125,000 to $149,999"
"DP4_0103P","Percent!!VALUE!!Owner-occupied housing units!!$150,000 to $199,999"
"DP4_0103PA","Annotation of Percent!!VALUE!!Owner-occupied housing units!!$150,000 to $199,999"
"DP4_0104P","Percent!!VALUE!!Owner-occupied housing units!!$200,000 or more"
"DP4_0104PA","Annotation of Percent!!VALUE!!Owner-occupied housing units!!$200,000 or more"
"DP4_0105P","Percent!!VALUE!!Owner-occupied housing units!!Median (dollars)"
"DP4_0105PA","Annotation of Percent!!VALUE!!Owner-occupied housing units!!Median (dollars)"
"DP4_0106P","Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units"
"DP4_0106PA","Annotation of Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units"
"DP4_0107P","Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!With a mortgage"
"DP4_0107PA","Annotation of Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!With a mortgage"
"DP4_0108P","Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!With a mortgage!!Less than $600"
"DP4_0108PA","Annotation of Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!With a mortgage!!Less than $600"
"DP4_0109P","Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!With a mortgage!!$600 to $699"
"DP4_0109PA","Annotation of Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!With a mortgage!!$600 to $699"
"DP4_0110P","Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!With a mortgage!!$700 to $799"
"DP4_0110PA","Annotation of Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!With a mortgage!!$700 to $799"
"DP4_0111P","Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!With a mortgage!!$800 to $899"
"DP4_0111PA","Annotation of Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!With a mortgage!!$800 to $899"
"DP4_0112P","Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!With a mortgage!!$900 to $999"
"DP4_0112PA","Annotation of Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!With a mortgage!!$900 to $999"
"DP4_0113P","Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!With a mortgage!!$1,000 to $1,499"
"DP4_0113PA","Annotation of Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!With a mortgage!!$1,000 to $1,499"
"DP4_0114P","Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!With a mortgage!!$1,500 to $1,999"
"DP4_0114PA","Annotation of Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!With a mortgage!!$1,500 to $1,999"
"DP4_0115P","Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!With a mortgage!!$2,000 to $2,999"
