CWNS_NUMBER,PRES_RES_RECEIVING_COLLCTN,PRES_RES_UPSTREAM,PRES_RES_TOTAL_RECEIVNG_TRMT,PRES_RES_DOWNSTREAM,PRES_RES_ACTUAL_RECEIVNG_TRMT,PRES_RES_ONSITE_WTS,PRES_RES_ONSITE_WTS_UNITS,PRES_RES_ONSITE_WTS_POP_P_UT,PRES_RES_CLUSTER,PRES_RES_CLUSTER_UNITS,PRES_RES_CLUSTER_POP_P_UT,PRES_N_RES_RECEIVING_COLLCTN,PRES_N_RES_UPSTREAM,PRES_N_RES_TOTAL_RECEIVNG_TRMT,PRES_N_RES_DOWNSTREAM,PRES_N_RES_ACTUAL_RECEVNG_TRMT,PRES_N_RES_ONSITE_WTS,PRES_N_RES_ONSITE_WTS_UNITS,PRES_N_RES_ONSITE_WTS_POP_P_UT,PRES_N_RES_CLUSTER,PRES_N_RES_CLUSTER_UNITS,PRES_N_RES_CLUSTER_POP_P_UT,PROJ_RES_RECEIVING_COLLCTN,PROJ_RES_REC_COLLCTN_YEAR,PROJ_RES_UPSTREAM,PROJ_RES_TOTAL_RECEIVNG_TRMT,PROJ_RES_DOWNSTREAM,PROJ_RES_ACTUAL_RECEIVNG_TRMT,PROJ_RES_ONSITE_WTS,PROJ_RES_ONSITE_WTS_UNITS,PROJ_RES_ONSITE_WTS_POP_P_UT,PROJ_RES_ONSITE_WTS_YEAR,PROJ_RES_CLUSTER,PROJ_RES_CLUSTER_UNITS,PROJ_RES_CLUSTER_POP_P_UT,PROJ_RES_CLUSTER_YEAR,PROJ_N_RES_RECEIVING_COLLCTN,PROJ_N_RES_REC_COLLCTN_YEAR,PROJ_N_RES_UPSTREAM,PROJ_N_RES_TOTAL_RECEIVNG_TRMT,PROJ_N_RES_DOWNSTREAM,PROJ_N_RES_ACTUAL_RECEVNG_TRMT,PROJ_N_RES_ONSITE_WTS,PROJ_N_RES_ONSITE_WTS_UNITS,PROJ_N_RES_ONSITE_WTS_POP_P_UT,PROJ_N_RES_ONSITE_WTS_YEAR,PROJ_N_RES_CLUSTER,PROJ_N_RES_CLUSTER_UNITS,PROJ_N_RES_CLUSTER_POP_P_UT,PROJ_N_RES_CLUSTER_YEAR
"48007039014",5400,,5400,5400,0,,,,,,,,,,,,,,,,,,5400,,,5400,5400,0,,,,,,,,,,,,,,,,,,,,,,
"29004034004",740,,740,740,0,,,,,,,,,,,,,,,,,,740,,,740,740,0,,,,,,,,,,,,,,,,,,,,,,
"34001424001",9444,,9444,9444,0,,,,,,,,,,,,,,,,,,10558,,,10558,10558,0,,,,,,,,,,,,,,,,,,,,,,
"51001400081",,,,,,146,61,2.4,,,,,,,,,,,,,,,,,,,,,146,61,2.4,,,,,,,,,,,,,,,,,,,
"55000400000",205,,205,205,0,,,,,,,,,,,,,,,,,,210,,,210,210,0,,,,,,,,,,,,,,,,,,,,,,
"55000300010",293,,293,293,0,,,,,,,,,,,,,,,,,,300,,,300,300,0,,,,,,,,,,,,,,,,,,,,,,
"39000088002",840,,840,0,840,,,,,,,,,,,,,,,,,,840,,,840,0,840,,,,,,,,,,,,,,,,,,,,,,
"39000088004",50,,50,50,0,,,,,,,,,,,,,,,,,,50,,,50,50,0,,,,,,,,,,,,,,,,,,,,,,
"01200100028",41068,335,41403,0,41403,2827,1183,2.39,,,,,,,,,,,,,,,43895,2018,335,44230,0,44230,2607,1091,2.39,2012,,,,,,,,,,,,,,,,,,
"09001300005",,,,,,177,70,2.53,,,,,,,,,,,,,,,,,,,,,202,80,2.53,,,,,,,,,,,,,,,,,,,
"01200100027",,,,,,,,,,,,,,,,,,,,,,,2000,2032,,2000,0,2000,,,,,,,,,,,,,,,,,,,,,,
"18120000101",,,,,,154,60,2.57,,,,,,,,,,,,,,,,,,,,,154,60,2.57,,,,,,,,,,,,,,,,,,,
"18120000107",,,,,,864,340,2.54,,,,,,,,,,,,,,,,,,,,,864,340,2.54,,,,,,,,,,,,,,,,,,,
"39006553003",,,,,,88,32,2.76,,,,,,,,,,,,,,,88,,,88,88,0,,,2.76,,,,,,,,,,,,,,,,,,,
"29003742002",4920,,4920,0,4920,,,,,,,500,,500,0,500,,,,,,,5000,,,5000,0,5000,,,,,,,,,2500,,,2500,0,2500,,,,,,,,
"04001903019",2400,,2400,0,2400,,,,,,,,,,,,,,,,,,2400,,,2400,0,2400,,,,,,,,,,,,,,,,,,,,,,
"21000736003",1156,,1156,0,1156,,,,,,,,,,,,,,,,,,2519,2032,172,2691,0,2691,,,,,,,,,,,,,,,,,,,,,,
"51000010131",,,,,,1550,698,2.22,,,,,,,,,,,,,,,,,,,,,1550,698,2.22,,,,,,,,,,,,,,,,,,,
"51000010197",,,,,,754,297,2.54,,,,,,,,,,,,,,,,,,,,,754,297,2.54,,,,,,,,,,,,,,,,,,,
"51000010084",,,,,,0,,2.54,,,,,,,,,,,,,,,,,,,,,12568,4948,2.54,,,,,,,,,,,,,,,,,,,
"51000010205",,,,,,439,173,2.54,,,,,,,,,,,,,,,,,,,,,439,173,2.54,,,,,,,,,,,,,,,,,,,
"51000010212",,,,,,1646,648,2.54,,,,,,,,,,,,,,,,,,,,,1646,648,2.54,,,,,,,,,,,,,,,,,,,
"29008900086",,,,,,13780,6207,2.22,,,,,,,,,,,,,,,,,,,,,14065,6336,2.22,2015,,,,,,,,,,,,,,,,,,
"13000999034",,,,,,,,,,,,,,,,,,,,,,,2200,2032,,2200,0,2200,,,,,,,,,,,,,,,,,,,,,,
"39000194007",,,,,,49626,19087,2.6,,,,,,,,,,,,,,,,,,,,,49626,19087,2.6,,,,,,,,,,,,,,,,,,,
"21000531002",220,,220,0,220,,,,,,,,,,,,,,,,,,3189,,,3189,0,3189,,,,,,,,,,,,,,,,,,,,,,
"18120000086",,,,,,470,200,2.35,,,,,,,,,,,,,,,,,,,,,470,200,2.35,,,,,,,,,,,,,,,,,,,
"08201200139",,,,,,2204,896,2.46,,,,,,,,,,,,,,,,,,,,,2204,896,2.46,,,,,,,,,,,,,,,,,,,
"12000101008",4000,,4000,0,4000,,,,,,,,,,,,,,,,,,5225,,,5225,0,5225,,,,,,,,,,,,,,,,,,,,,,
"13009990002",58,,58,58,0,,,,,,,,,,,,,,,,,,320,,,320,320,0,,,,,,,,,,,,,,,,,,,,,,
"39000245002",,,,,,228,91,2.51,,,,,,,,,,,,,,,228,,,228,228,0,,,2.51,,,,,,,,,,,,,,,,,,,
"22002012564",,,,,,,,,0,,2.51,,,,,,,,,,,,,,,,,,,,,,3597,1433,2.51,,,,,,,,,,,,,,,
"26007003010",,,,,,40403,14964,2.7,,,,,,,,,,,,,,,,,,,,,40403,14964,2.7,,,,,,,,,,,,,,,,,,,
"21000728007",,,,,,,,,0,,54,,,,,,,,,,,,,,,,,,,,,,54,1,54,,,,,,,,,,,,,,,
"51000010223",,,,,,1796,707,2.54,,,,,,,,,,,,,,,,,,,,,1796,707,2.54,,,,,,,,,,,,,,,,,,,
"48000017026",,,,,,,,,,,,,,,,,,,,,,,2800,,,2800,0,2800,,,,,,,,,,,,,,,,,,,,,,
"08201200132",,,,,,5566,2200,2.53,,,,,,,,,,,,,,,,,,,,,9533,3768,2.53,2031,,,,,,,,,,,,,,,,,,
"48007046006",,,,,,,,,,,,6500,,6500,0,6500,,,,,,,,,,,,,,,,,,,,,6600,,,6600,0,6600,,,,,,,,
"33000244002",,,,,,,,,,,,,,,,,,,,,,,1860,2015,,1860,1860,0,,,,,,,,,,,,,,,,,,,,,,
"20002005007",,,,,,1101,455,2.42,,,,,,,,,,,,,,,,,,,,,1314,543,2.42,2032,,,,,,,,,,,,,,,,,,
"13000999021",2200,,2200,0,2200,,,,,,,,,,,,,,,,,,16600,2030,,16600,0,16600,,,,,,,,,,,,,,,,,,,,,,
"20002005019",,,,,,1560,600,2.6,,,,,,,,,,,,,,,,,,,,,1976,760,2.6,2032,,,,,,,,,,,,,,,,,,
"20002005037",,,,,,2088,806,2.59,,,,,,,,,,,,,,,,,,,,,5651,2182,2.59,2032,,,,,,,,,,,,,,,,,,
"26007003041",,,,,,66255,26824,2.47,,,,,,,,,,,,,,,,,,,,,66255,26824,2.47,,,,,,,,,,,,,,,,,,,
"51000010032",,,,,,0,,2.54,,,,,,,,,,,,,,,,,,,,,8,3,2.54,,,,,,,,,,,,,,,,,,,
"21000063003",5170,,5170,0,5170,,,,,,,,,,,,,,,,,,6540,2030,,6540,0,6540,,,,,,,,,,,,,,,,,,,,,,
"51000010051",,,,,,0,,2.54,,,,,,,,,,,,,,,,,,,,,8166,3215,2.54,,,,,,,,,,,,,,,,,,,
"13000999035",,,,,,,,,,,,,,,,,,,,,,,3800,2032,,3800,0,3800,,,,,,,,,,,,,,,,,,,,,,
"29008901103",,,,,,0,,2.47,,,,,,,,,,,,,,,,,,,,,198,80,2.47,2015,,,,,,,,,,,,,,,,,,
"08201200131",,,,,,0,,2.86,,,,,,,,,,,,,,,,,,,,,28394,9928,2.86,,,,,,,,,,,,,,,,,,,
"18120000097",,,,,,869,370,2.35,,,,,,,,,,,,,,,,,,,,,869,370,2.35,,,,,,,,,,,,,,,,,,,
"18120000004",135,,135,0,135,,,,,,,,,,,,,,,,,,135,,,135,0,135,,,,,,,,,,,,,,,,,,,,,,
"17002075001",6471,,6471,6471,0,,,,,,,,,,,,,,,,,,6471,,,6471,6471,0,,,,,,,,,,,,,,,,,,,,,,
"42008012009",,,,,,,,,,,,,,,,,,,,,,,400,,,400,0,400,,,,,,,,,,,,,,,,,,,,,,
"08201200015",1800,670,2470,0,2470,,,,,,,,,,,,,,,,,,1800,,700,2500,2500,0,,,,,,,,,,,,,,,,,,,,,,
"08201200096",300,,300,300,0,,,,,,,,,,,,,,,,,,300,,,300,300,0,,,,,,,,,,,,,,,,,,,,,,
"17005507003",,,,,,,,,,,,,,,,,,,,,,,,,7623,7623,0,7623,,,,,,,,,,,,,,,,,,,,,,
"28001617501",15000,,15000,0,15000,,,,,,,4440,,4440,0,4440,,,,,,,20000,2020,4440,24440,0,24440,,,,,,,,,24861,2032,,24861,0,24861,,,,,,,,
"51000010157",,,,,,1257,495,2.54,,,,,,,,,,,,,,,,,,,,,1257,495,2.54,,,,,,,,,,,,,,,,,,,
"51000010050",,,,,,0,,2.54,,,,,,,,,,,,,,,,,,,,,18715,7368,2.54,,,,,,,,,,,,,,,,,,,
"51000010240",,,,,,1676,660,2.54,,,,,,,,,,,,,,,,,,,,,1676,660,2.54,,,,,,,,,,,,,,,,,,,
"51000010249",,,,,,2540,1000,2.54,,,,,,,,,,,,,,,,,,,,,2540,1000,2.54,,,,,,,,,,,,,,,,,,,
"29008900014",,,,,,4262,1791,2.38,,,,,,,,,,,,,,,,,,,,,3732,1568,2.38,2030,,,,,,,,,,,,,,,,,,
"13000999016",,,,,,,,,,,,,,,,,,,,,,,1400,2030,,1400,0,1400,,,,,,,,,,,,,,,,,,,,,,
"25000216002",2990,,2990,0,2990,,,,,,,,,,,,,,,,,,3040,2030,,3040,0,3040,,,,,,,,,,,,,,,,,,,,,,
"39000133006",,,,,,229,100,2.29,,,,,,,,,1150,502,2.29,,,,229,,,229,229,0,,,2.29,,,,,,1150,,,1150,1150,0,,,,,,,,
"04001904003",,,,,,,,,,,,,,,,,,,,,,,,,402000,402000,402000,0,,,,,,,,,,,32,32,32,0,,,,,,,,
"51000010003",,,,,,0,,2.51,,,,,,,,,,,,,,,,,,,,,6137,2445,2.51,,,,,,,,,,,,,,,,,,,
"26007003068",,,,,,208947,84253,2.48,,,,,,,,,,,,,,,,,,,,,208947,84253,2.48,,,,,,,,,,,,,,,,,,,
"26007003075",,,,,,62320,25541,2.44,,,,,,,,,,,,,,,,,,,,,62320,25541,2.44,,,,,,,,,,,,,,,,,,,
"26007003079",,,,,,9890,3972,2.49,,,,,,,,,,,,,,,,,,,,,9890,3972,2.49,,,,,,,,,,,,,,,,,,,
"26007003082",,,,,,9016,3972,2.27,,,,,,,,,,,,,,,,,,,,,9016,3972,2.27,,,,,,,,,,,,,,,,,,,
"51000010100",423,,423,0,423,,,,,,,,,,,,,,,,,,488,,,488,0,488,,,,,,,,,,,,,,,,,,,,,,
"18120000023",350,,350,0,350,,,,,,,,,,,,,,,,,,350,,,350,0,350,,,,,,,,,,,,,,,,,,,,,,
"18120000045",1100,,1100,0,1100,,,,,,,,,,,,,,,,,,1100,,,1100,0,1100,,,,,,,,,,,,,,,,,,,,,,
"08201200025",,603,603,603,0,,,,,,,,,,,,,,,,,,,,791,791,791,0,,,,,,,,,,,,,,,,,,,,,,
"08201200029",2950,,2950,2950,0,,,,,,,,,,,,,,,,,,2950,,,2950,2950,0,,,,,,,,,,,,,,,,,,,,,,
"39004205002",150,,150,0,150,,,,,,,,,,,,,,,,,,150,,,150,0,150,,,,,,,,,,,,,,,,,,,,,,
"39004205004",1000,,1000,1000,0,,,,,,,,,,,,,,,,,,1000,,,1000,1000,0,,,,,,,,,,,,,,,,,,,,,,
"56000100319",,,,,,1561,700,2.23,,,,,,,,,,,,,,,,,,,,,1561,700,2.23,,,,,,,,,,,,,,,,,,,
"22000715005",8500,,8500,0,8500,,,,,,,,,,,,,,,,,,22200,,,22200,0,22200,,,,,,,,,,,,,,,,,,,,,,
"48001221002",28000,,28000,28000,0,,,,,,,,,,,,,,,,,,28000,,,28000,0,28000,,,,,,,,,,,,,,,,,,,,,,
"29002214003",90,,90,0,90,,,,,,,,,,,,,,,,,,167,,,167,0,167,,,,,,,,,,,,,,,,,,,,,,
"29002214004",120,,120,0,120,,,,,,,,,,,,,,,,,,640,,,640,0,640,,,,,,,,,,,,,,,,,,,,,,
"29002214013",172,,172,0,172,,,,,,,,,,,,,,,,,,300,,,300,0,300,,,,,,,,,,,,,,,,,,,,,,
"29002214014",53,,53,0,53,,,,,,,,,,,,,,,,,,78,,,78,0,78,,,,,,,,,,,,,,,,,,,,,,
"26007003050",,,,,,46237,17991,2.57,,,,,,,,,,,,,,,,,,,,,46237,17991,2.57,,,,,,,,,,,,,,,,,,,
"51000010010",,,,,,0,,2.54,,,,,,,,,,,,,,,,,,,,,8,3,2.54,,,,,,,,,,,,,,,,,,,
"51000010142",,,,,,58,23,2.54,,,,,,,,,,,,,,,,,,,,,58,23,2.54,,,,,,,,,,,,,,,,,,,
"51000010143",,,,,,20,8,2.54,,,,,,,,,,,,,,,,,,,,,20,8,2.54,,,,,,,,,,,,,,,,,,,
"55003490003",1071,,1071,1071,0,,,,,,,,,,,,,,,,,,4475,2031,,4475,4475,0,,,,,,,,,,,,,,,,,,,,,,
"51000010219",,,,,,820,323,2.54,,,,,,,,,,,,,,,,,,,,,820,323,2.54,,,,,,,,,,,,,,,,,,,
"51000010108",,,,,,0,,2.54,,,,,,,,,,,,,,,,,,,,,11786,4640,2.54,,,,,,,,,,,,,,,,,,,
"51000010222",,,,,,1092,430,2.54,,,,,,,,,,,,,,,,,,,,,1092,430,2.54,,,,,,,,,,,,,,,,,,,
"39001228001",,,,,,14864,6142,2.42,,,,,,,,,,,,,,,,,,,,,14864,6142,2.42,,,,,,,,,,,,,,,,,,,
"12000172021",2800,,2800,0,2800,,,,,,,,,,,,,,,,,,3100,2031,,3100,0,3100,,,,,,,,,,,,,,,,,,,,,,
"12000172022",4875,,4875,0,4875,,,,,,,,,,,,,,,,,,6000,2031,,6000,0,6000,,,,,,,,,,,,,,,,,,,,,,
"39000311010",,,,,,69,27,2.56,,,,,,,,,,,,,,,,,,,,,69,27,2.56,,,,,,,,,,,,,,,,,,,
"26007003063",,,,,,66860,26323,2.54,,,,,,,,,,,,,,,,,,,,,66860,26323,2.54,,,,,,,,,,,,,,,,,,,
"26007003064",,,,,,28130,11672,2.41,,,,,,,,,,,,,,,,,,,,,28130,11672,2.41,,,,,,,,,,,,,,,,,,,
"26007003065",,,,,,25678,11672,2.2,,,,,,,,,,,,,,,,,,,,,25678,11672,2.2,,,,,,,,,,,,,,,,,,,
"26007003073",,,,,,38433,15131,2.54,,,,,,,,,,,,,,,,,,,,,38433,15131,2.54,,,,,,,,,,,,,,,,,,,
"31001708002",2000,413,2413,0,2413,,,,,,,,,,,,,,,,,,2000,,629,2629,0,2629,,,,,,,,,,,,,,,,,,,,,,
"51000010014",,,,,,0,,2.54,,,,,,,,,,,,,,,,,,,,,89,35,2.54,,,,,,,,,,,,,,,,,,,
"39000253003",,,,,,2510,1000,2.51,,,,,,,,,,,,,,,,,,,,,2510,1000,2.51,,,,,,,,,,,,,,,,,,,
"51000010207",,,,,,25,10,2.54,,,,,,,,,,,,,,,,,,,,,25,10,2.54,,,,,,,,,,,,,,,,,,,
"51000010213",,,,,,1989,783,2.54,,,,,,,,,,,,,,,,,,,,,1989,783,2.54,,,,,,,,,,,,,,,,,,,
"29008900087",,,,,,40436,17972,2.25,,,,,,,,,,,,,,,,,,,,,43850,19489,2.25,2015,,,,,,,,,,,,,,,,,,
"29008901101",,,,,,0,,2.51,,,,,,,,,,,,,,,,,,,,,171,68,2.51,2015,,,,,,,,,,,,,,,,,,
"39008920102",,,,,,103,42,2.46,,,,,,,,,,,,,,,,,,,,,103,42,2.46,,,,,,,,,,,,,,,,,,,
"08201200150",,,,,,0,,2.49,,,,,,,,,,,,,,,,,,,,,7888,3168,2.49,2031,,,,,,,,,,,,,,,,,,
"18120000007",150,,150,0,150,,,,,,,,,,,,,,,,,,150,,,150,0,150,,,,,,,,,,,,,,,,,,,,,,
"42006125003",1622,,1622,1622,0,,,,,,,,,,,,,,,,,,1415,,,1415,1415,0,,,,,,,,,,,,,,,,,,,,,,
"42006125004",465,,465,465,0,,,,,,,,,,,,,,,,,,493,,,493,493,0,,,,,,,,,,,,,,,,,,,,,,
"42006126001",2800,,2800,0,2800,,,,,,,,,,,,,,,,,,4500,,,4500,0,4500,,,,,,,,,,,,,,,,,,,,,,
"42006136001",459,,459,0,459,,,,,,,,,,,,,,,,,,459,,,459,0,459,,,,,,,,,,,,,,,,,,,,,,
"42006138001",17256,,17256,0,17256,,,,,,,,,,,,,,,,,,17256,,,17256,0,17256,,,,,,,,,,,,,,,,,,,,,,
"42006139001",831,,831,831,0,,,,,,,,,,,,,,,,,,978,,,978,978,0,,,,,,,,,,,,,,,,,,,,,,
"42006141001",1500,,1500,0,1500,,,,,,,2500,,2500,0,2500,,,,,,,1610,,,1610,0,1610,,,,,,,,,2500,,,2500,0,2500,,,,,,,,
"42006142001",891,,891,891,0,,,,,,,,,,,,,,,,,,615,,,615,615,0,,,,,,,,,,,,,,,,,,,,,,
"42006145001",19100,944,20044,0,20044,,,,,,,,,,,,,,,,,,19100,2020,1005,20105,0,20105,,,,,,,,,,,,,,,,,,,,,,
"42006146001",2089,,2089,2089,0,,,,,,,,,,,,,,,,,,2089,,,2089,2089,0,,,,,,,,,,,,,,,,,,,,,,
"42006148001",2710,,2710,0,2710,,,,,,,,,,,,,,,,,,2710,,,2710,0,2710,,,,,,,,,,,,,,,,,,,,,,
"42006152001",4000,,4000,0,4000,,,,,,,,,,,,,,,,,,4000,,,4000,0,4000,,,,,,,,,,,,,,,,,,,,,,
"42006153002",100,,100,0,100,,,,,,,,,,,,,,,,,,100,,,100,0,100,,,,,,,,,,,,,,,,,,,,,,
"42006154001",,,,,,961,392,2.45,,,,,,,,,,,,,,,,,,,,,913,373,2.45,,,,,,,,,,,,,,,,,,,
"42006154003",,,,,,88,35,2.54,,,,,,,,,,,,,,,,,,,,,88,35,2.54,,,,,,,,,,,,,,,,,,,
"42006155003",700,,700,0,700,,,,,,,,,,,,,,,,,,900,,,900,0,900,,,,,,,,,,,,,,,,,,,,,,
"42006157001",1031,,1031,1031,0,,,,,,,,,,,,,,,,,,1031,,,1031,1031,0,,,,,,,,,,,,,,,,,,,,,,
"42006160001",1050,,1050,0,1050,,,,,,,,,,,,,,,,,,1050,,,1050,0,1050,,,,,,,,,,,,,,,,,,,,,,
"42006163001",1684,2837,4521,0,4521,,,,,,,,,,,,,,,,,,1684,,3002,4686,0,4686,,,,,,,,,,,,,,,,,,,,,,
"42006165001",528,,528,0,528,,,,,,,,,,,,,,,,,,528,,,528,0,528,,,,,,,,,,,,,,,,,,,,,,
"42006166003",1194,,1194,1194,0,,,,,,,,,,,,,,,,,,1194,,,1194,1194,0,,,,,,,,,,,,,,,,,,,,,,
"42006167001",400,,400,0,400,,,,,,,,,,,,,,,,,,400,,231,631,0,631,,,,,,,,,,,,,,,,,,,,,,
"42006168001",1265,,1265,1265,0,,,,,,,,,,,,,,,,,,1342,,200,1542,1542,0,,,,,,,,,,,,,,,,,,,,,,
"42006169001",5000,,5000,0,5000,,,,,,,,,,,,,,,,,,5000,,,5000,0,5000,,,,,,,,,,,,,,,,,,,,,,
"42006170001",2233,108,2341,0,2341,,,,,,,,,,,,,,,,,,2233,,312,2545,0,2545,,,,,,,,,,,,,,,,,,,,,,
"06005360001",1800,,1800,0,1800,,,,,,,,,,,,,,,,,,3384,2022,,3384,0,3384,,,,,,,,,,,,,,,,,,,,,,
"06006032001",600,,600,0,600,,,,,,,,,,,,,,,,,,624,2022,,624,0,624,,,,,,,,,,,,,,,,,,,,,,
"06007011001",3500,,3500,0,3500,10,3,3.33,,,,,,,,,,,,,,,5500,2022,,5500,0,5500,10,3,3.33,,,,,,,,,,,,,,,,,,,
"53000180001",16440,,16440,0,16440,,,,,,,700,,700,0,700,,,,,,,21450,2025,,21450,0,21450,,,,,,,,,1000,,,1000,0,1000,,,,,,,,
"53000230001",2845,,2845,0,2845,,,,,,,,,,,,,,,,,,3238,,,3238,0,3238,,,,,,,,,,,,,,,,,,,,,,
"53000525001",3370,,3370,0,3370,,,,,,,,,,,,,,,,,,6160,2025,,6160,0,6160,,,,,,,,,,,,,,,,,,,,,,
"53000640001",2835,,2835,0,2835,,,,,,,100,,100,0,100,,,,,,,8648,2024,,8648,0,8648,,,,,,,,,250,,,250,0,250,,,,,,,,
"53000776002",532260,849552,1381812,0,1381812,,,,,,,,,,,,,,,,,,583000,,1324508,1907508,0,1907508,,,,,,,,,,,,,,,,,,,,,,
"53001270001",9450,17500,26950,0,26950,500,192,2.6,,,,,,,,,,,,,,,15008,2030,29645,44653,0,44653,50,19,2.6,,,,,,,,,,,,,,,,,,,
"53001470001",5550,,5550,0,5550,,,,,,,,,,,,,,,,,,7500,2020,,7500,0,7500,,,,,,,,,,,,,,,,,,,,,,
"53001580001",2262,,2262,0,2262,24,9,2.62,,,,,,,,,,,,,,,2500,2020,,2500,0,2500,24,9,2.62,2020,,,,,,,,,,,,,,,,,,
"53001955001",1970,,1970,0,1970,,,,,,,,,,,,,,,,,,3849,2032,,3849,0,3849,,,,,,,,,,,,,,,,,,,,,,
"53002205001",3664,,3664,0,3664,,,,,,,,,,,,,,,,,,4519,2027,,4519,0,4519,,,,,,,,,,,,,,,,,,,,,,
"53002595003",50,,50,0,50,,,,,,,,,,,,,,,,,,100,,,100,0,100,,,,,,,,,,,,,,,,,,,,,,
"53002620001",2310,,2310,0,2310,,,,,,,,,,,,,,,,,,2816,,,2816,0,2816,,,,,,,,,,,,,,,,,,,,,,
"54001192001",,,,,,0,,2.43,,,,,,,,,,,,,,,,,,,,,970,399,2.43,,,,,,,,,,,,,,,,,,,
"54001205001",2700,,2700,0,2700,,,,,,,,,,,,,,,,,,2970,,,2970,0,2970,,,,,,,,,,,,,,,,,,,,,,
"54001703001",26498,9051,35549,0,35549,,,,,,,,,,,,,,,,,,29148,,9956,39104,0,39104,,,,,,,,,,,,,,,,,,,,,,
"54001803001",800,,800,0,800,,,,,,,,,,,,,,,,,,1308,,,1308,0,1308,,,,,,,,,,,,,,,,,,,,,,
"55000001001",300,,300,300,0,,,,,,,20,,20,20,0,,,,,,,297,,,297,297,0,,,,,,,,,20,,,20,20,0,,,,,,,,
"55000003001",2056,,2056,2056,0,,,,,,,472,,472,472,0,,,,,,,2281,,,2281,2281,0,,,,,,,,,520,,,520,520,0,,,,,,,,
"55000006001",102,,102,0,102,,,,,,,40,,40,0,40,,,,,,,102,,,102,0,102,,,,,,,,,40,,,40,0,40,,,,,,,,
"55000007001",375,,375,375,0,,,,,,,,,,,,,,,,,,500,2020,,500,500,0,,,,,,,,,,,,,,,,,,,,,,
"55000008001",9,,9,0,9,,,,,,,500,,500,0,500,,,,,,,12,2017,,12,0,12,,,,,,,,,500,,,500,0,500,,,,,,,,
"55000009001",200,,200,0,200,,,,,,,,,,,,,,,,,,205,,,205,0,205,,,,,,,,,,,,,,,,,,,,,,
"55000013001",576,,576,576,0,,,,,,,,,,,,,,,,,,650,,,650,650,0,,,,,,,,,,,,,,,,,,,,,,
"55000014001",2150,2211,4361,0,4361,,,,,,,,,,,,,,,,,,2675,,2908,5583,0,5583,,,,,,,,,,,1009,1009,0,1009,,,,,,,,
"55000016001",524,,524,0,524,,,,,,,,,,,,,,,,,,712,2025,118,830,0,830,,,,,,,,,,,,,,,,,,,,,,
"55000018001",9085,,9085,9085,0,,,,,,,,,,,,,,,,,,11865,2025,,11865,11865,0,,,,,,,,,,,,,,,,,,,,,,
"55000021001",875,,875,0,875,,,,,,,100,,100,0,100,,,,,,,900,,,900,0,900,,,,,,,,,100,,,100,0,100,,,,,,,,
"55000022001",384,,384,384,0,,,,,,,,,,,,,,,,,,400,,,400,400,0,,,,,,,,,,,,,,,,,,,,,,
"55000023001",1000,,1000,1000,0,,,,,,,,,,,,,,,,,,1200,,,1200,1200,0,,,,,,,,,,,,,,,,,,,,,,
"55000024001",214,,214,214,0,,,,,,,,,,,,,,,,,,291,,,291,291,0,,,,,,,,,,,,,,,,,,,,,,
"55000026001",152,,152,0,152,,,,,,,,,,,,,,,,,,160,,,160,0,160,,,,,,,,,,,,,,,,,,,,,,
"55000029001",,,,,,,,,687,295,2.33,,,,,,,,,,,,,,,,,,,,,,734,315,2.33,2020,,,,,,,,,,,,,,
"55000031001",50,,50,50,0,,,,,,,240,,240,240,0,,,,,,,52,2020,,52,52,0,,,,,,,,,265,,,265,265,0,,,,,,,,
"55000034001",575,,575,0,575,,,,,,,375,,375,0,375,,,,,,,620,2020,,620,0,620,,,,,,,,,425,,,425,0,425,,,,,,,,
"55000035001",,,,,,75,32,2.37,,,,,,,,,,,,,,,100,,,100,0,100,,,2.37,,,,,,,,,,,,,,,,,,,
"55000041001",593,,593,0,593,,,,,,,,,,,,,,,,,,600,,,600,0,600,,,,,,,,,,,,,,,,,,,,,,
"55000045001",,,,,,588,243,2.42,,,,,,,,,,,,,,,,,,,,,611,252,2.42,2010,,,,,,,,,,,,,,,,,,
"55000070002",,,,,,63,26,2.47,,,,,,,,,,,,,,,221,,,221,221,0,,,2.47,,,,,,,,,,,,,,,,,,,
"55000080001",458,,458,0,458,,,,,,,219,,219,0,219,,,,,,,491,2020,,491,0,491,,,,,,,,,219,,,219,0,219,,,,,,,,
"55000100001",457,,457,0,457,,,,,,,,,,,,,,,,,,434,2020,,434,0,434,,,,,,,,,,,,,,,,,,,,,,
"55000105001",,,,,,180,71,2.52,,,,,,,,,,,,,,,180,,,180,180,0,,,2.52,,,,,,,,,,,,,,,,,,,
"55000110001",7056,,7056,7056,0,,,,,,,,,,,,,,,,,,8303,2025,,8303,8303,0,,,,,,,,,,,,,,,,,,,,,,
"55000115001",,,,,,260,109,2.38,,,,,,,,,,,,,,,260,,,260,0,260,,,2.38,,,,,,,,,,,,,,,,,,,
"55000120001",2891,,2891,0,2891,,,,,,,,,,,,,,,,,,2928,2025,,2928,0,2928,,,,,,,,,,,,,,,,,,,,,,
"55000130002",,,,,,329,130,2.54,,,2.54,,,,,,,,,,,,,,,,,,,,2.54,,330,130,2.54,,,,,,,,,,,,,,,
"55000140001",,,,,,832,353,2.36,,,,,,,,,,,,,,,832,,,832,0,832,,,2.36,,,,,,,,,,,,,,,,,,,
