,STATE,STATEFP,COUNTY,NAMELSAD,COUNTYFP,PRES_RES_RECEIVING_COLLCTN,PRES_N_RES_RECEIVING_COLLCTN,epa_data,cbsa_fips,cbsa_name,metro_micro,central_outlying_county
0,HI,15,Hawaii,Hawaii County,1,52158.0,5889.0,True,25900.0,"Hilo, HI",Micropolitan Statistical Area,Central
1,HI,15,Kalawao,Kalawao County,5,0.0,0.0,False,27980.0,"Kahului-Wailuku-Lahaina, HI",Metropolitan Statistical Area,Outlying
2,HI,15,Kauai,Kauai County,7,22300.0,1700.0,True,28180.0,"Kapaa, HI",Micropolitan Statistical Area,Central
3,HI,15,Honolulu,Honolulu County,3,681279.0,76041.0,True,46520.0,"Urban Honolulu, HI",Metropolitan Statistical Area,Central
4,HI,15,Maui,Maui County,9,70639.0,50137.0,True,27980.0,"Kahului-Wailuku-Lahaina, HI",Metropolitan Statistical Area,Central
5,AR,5,Columbia,Columbia County,27,14399.0,0.0,True,31620.0,"Magnolia, AR",Micropolitan Statistical Area,Central
6,AR,5,Madison,Madison County,87,2346.0,0.0,True,22220.0,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,Outlying
7,AR,5,Pike,Pike County,109,4265.0,0.0,True,,,Rural Area,
8,AR,5,Calhoun,Calhoun County,13,2039.0,0.0,True,15780.0,"Camden, AR",Micropolitan Statistical Area,Outlying
9,AR,5,Lincoln,Lincoln County,79,3560.0,0.0,True,38220.0,"Pine Bluff, AR",Metropolitan Statistical Area,Outlying
10,AR,5,Newton,Newton County,101,466.0,0.0,True,25460.0,"Harrison, AR",Micropolitan Statistical Area,Outlying
11,AR,5,Baxter,Baxter County,5,16457.0,0.0,True,34260.0,"Mountain Home, AR",Micropolitan Statistical Area,Central
12,AR,5,Yell,Yell County,149,9418.0,0.0,True,40780.0,"Russellville, AR",Micropolitan Statistical Area,Outlying
13,AR,5,Polk,Polk County,113,7286.0,0.0,True,,,Rural Area,
14,AR,5,Cleburne,Cleburne County,23,7927.0,0.0,True,,,Rural Area,
15,AR,5,Pope,Pope County,115,35152.0,0.0,True,40780.0,"Russellville, AR",Micropolitan Statistical Area,Central
16,AR,5,Washington,Washington County,143,168354.0,0.0,True,22220.0,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,Central
17,AR,5,Poinsett,Poinsett County,111,15752.0,0.0,True,27860.0,"Jonesboro, AR",Metropolitan Statistical Area,Outlying
18,AR,5,Arkansas,Arkansas County,1,13822.0,0.0,True,,,Rural Area,
19,AR,5,Chicot,Chicot County,17,7160.0,0.0,True,,,Rural Area,
20,AR,5,Miller,Miller County,91,31020.0,0.0,True,45500.0,"Texarkana, TX-AR",Metropolitan Statistical Area,Central
21,AR,5,Cleveland,Cleveland County,25,1791.0,0.0,True,38220.0,"Pine Bluff, AR",Metropolitan Statistical Area,Outlying
22,AR,5,Phillips,Phillips County,107,15633.0,0.0,True,25760.0,"Helena-West Helena, AR",Micropolitan Statistical Area,Central
23,AR,5,Carroll,Carroll County,15,12563.0,0.0,True,,,Rural Area,
24,AR,5,Randolph,Randolph County,121,8149.0,0.0,True,,,Rural Area,
25,AR,5,Fulton,Fulton County,49,2612.0,0.0,True,,,Rural Area,
26,AR,5,Little River,Little River County,81,6108.0,0.0,True,45500.0,"Texarkana, TX-AR",Metropolitan Statistical Area,Outlying
27,AR,5,Boone,Boone County,9,14552.0,0.0,True,25460.0,"Harrison, AR",Micropolitan Statistical Area,Central
28,AR,5,St. Francis,St. Francis County,123,19268.0,0.0,True,22620.0,"Forrest City, AR",Micropolitan Statistical Area,Central
29,AR,5,Lawrence,Lawrence County,75,10816.0,0.0,True,,,Rural Area,
30,AR,5,Grant,Grant County,53,5394.0,0.0,True,30780.0,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Outlying
31,AR,5,Montgomery,Montgomery County,97,1454.0,0.0,True,,,Rural Area,
32,AR,5,Clay,Clay County,21,10710.0,0.0,True,,,Rural Area,
33,AR,5,Bradley,Bradley County,11,6957.0,0.0,True,,,Rural Area,
34,AR,5,Ashley,Ashley County,3,14525.0,0.0,True,,,Rural Area,
35,AR,5,Clark,Clark County,19,14158.0,0.0,True,11660.0,"Arkadelphia, AR",Micropolitan Statistical Area,Central
36,AR,5,Conway,Conway County,29,8676.0,0.0,True,,,Rural Area,
37,AR,5,Craighead,Craighead County,31,78127.0,0.0,True,27860.0,"Jonesboro, AR",Metropolitan Statistical Area,Central
38,AR,5,Crittenden,Crittenden County,35,43214.0,0.0,True,32820.0,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Central
39,AR,5,Desha,Desha County,41,10003.0,0.0,True,,,Rural Area,
40,AR,5,Dallas,Dallas County,39,5070.0,0.0,True,,,Rural Area,
41,AR,5,Woodruff,Woodruff County,147,5029.0,0.0,True,,,Rural Area,
42,AR,5,Greene,Greene County,55,28687.0,0.0,True,37500.0,"Paragould, AR",Micropolitan Statistical Area,Central
43,AR,5,Faulkner,Faulkner County,45,69663.0,0.0,True,30780.0,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Outlying
44,AR,5,Cross,Cross County,37,10395.0,0.0,True,,,Rural Area,
45,AR,5,Garland,Garland County,51,48770.0,0.0,True,26300.0,"Hot Springs, AR",Metropolitan Statistical Area,Central
46,AR,5,Crawford,Crawford County,33,31372.0,0.0,True,22900.0,"Fort Smith, AR-OK",Metropolitan Statistical Area,Central
47,AR,5,Hempstead,Hempstead County,57,10946.0,0.0,True,,,Rural Area,
48,AR,5,Drew,Drew County,43,10203.0,0.0,True,,,Rural Area,
49,AR,5,Lee,Lee County,77,4849.0,0.0,True,,,Rural Area,
50,AR,5,Jefferson,Jefferson County,69,57702.0,0.0,True,38220.0,"Pine Bluff, AR",Metropolitan Statistical Area,Central
51,AR,5,Hot Spring,Hot Spring County,59,10860.0,0.0,True,31680.0,"Malvern, AR",Micropolitan Statistical Area,Central
52,AR,5,Independence,Independence County,63,12140.0,0.0,True,12900.0,"Batesville, AR",Micropolitan Statistical Area,Central
53,AR,5,Franklin,Franklin County,47,6936.0,0.0,True,,,Rural Area,
54,AR,5,Lafayette,Lafayette County,73,3601.0,0.0,True,,,Rural Area,
55,AR,5,Howard,Howard County,61,7208.0,0.0,True,,,Rural Area,
56,AR,5,White,White County,145,40096.0,0.0,True,42620.0,"Searcy, AR",Micropolitan Statistical Area,Central
57,AR,5,Nevada,Nevada County,99,3814.0,0.0,True,,,Rural Area,
58,AR,5,Mississippi,Mississippi County,93,36925.0,0.0,True,14180.0,"Blytheville, AR",Micropolitan Statistical Area,Central
59,AR,5,Scott,Scott County,127,4757.0,0.0,True,,,Rural Area,
60,AR,5,Sevier,Sevier County,133,8537.0,0.0,True,,,Rural Area,
61,AR,5,Van Buren,Van Buren County,141,5753.0,0.0,True,,,Rural Area,
62,AR,5,Lonoke,Lonoke County,85,39916.0,67.0,True,30780.0,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Central
63,AR,5,Johnson,Johnson County,71,12526.0,0.0,True,,,Rural Area,
64,AR,5,Izard,Izard County,65,4713.0,0.0,True,,,Rural Area,
65,AR,5,Marion,Marion County,89,5113.0,0.0,True,,,Rural Area,
66,AR,5,Jackson,Jackson County,67,12233.0,0.0,True,,,Rural Area,
67,AR,5,Perry,Perry County,105,1730.0,0.0,True,30780.0,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Outlying
68,AR,5,Monroe,Monroe County,95,5568.0,0.0,True,,,Rural Area,
69,AR,5,Ouachita,Ouachita County,103,15422.0,0.0,True,15780.0,"Camden, AR",Micropolitan Statistical Area,Central
70,AR,5,Pulaski,Pulaski County,119,336995.0,0.0,True,30780.0,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Central
71,AR,5,Logan,Logan County,83,8941.0,0.0,True,,,Rural Area,
72,AR,5,Prairie,Prairie County,117,4337.0,0.0,True,,,Rural Area,
73,AR,5,Sharp,Sharp County,135,4726.0,0.0,True,,,Rural Area,
74,AR,5,Saline,Saline County,125,55997.0,0.0,True,30780.0,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Central
75,AR,5,Stone,Stone County,137,2748.0,0.0,True,,,Rural Area,
76,AR,5,Sebastian,Sebastian County,131,103546.0,0.0,True,22900.0,"Fort Smith, AR-OK",Metropolitan Statistical Area,Central
77,AR,5,Searcy,Searcy County,129,1796.0,0.0,True,,,Rural Area,
78,AR,5,Union,Union County,139,23973.0,0.0,True,20980.0,"El Dorado, AR",Micropolitan Statistical Area,Central
79,AR,5,Benton,Benton County,7,138651.0,0.0,True,22220.0,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,Central
80,ND,38,Bowman,Bowman County,11,2100.0,0.0,True,,,Rural Area,
81,ND,38,Grant,Grant County,37,1156.0,0.0,True,,,Rural Area,
82,ND,38,Rolette,Rolette County,79,4947.0,0.0,True,,,Rural Area,
83,ND,38,Dunn,Dunn County,25,1172.0,0.0,True,,,Rural Area,
84,ND,38,Morton,Morton County,59,21185.0,0.0,True,13900.0,"Bismarck, ND",Metropolitan Statistical Area,Central
85,ND,38,Sheridan,Sheridan County,83,556.0,0.0,True,,,Rural Area,
86,ND,38,Burke,Burke County,13,1052.0,0.0,True,,,Rural Area,
87,ND,38,Pembina,Pembina County,67,4646.0,0.0,True,,,Rural Area,
88,ND,38,Griggs,Griggs County,39,1374.0,0.0,True,,,Rural Area,
89,ND,38,Slope,Slope County,87,95.0,0.0,True,,,Rural Area,
90,ND,38,Traill,Traill County,97,5319.0,0.0,True,,,Rural Area,
91,ND,38,Mountrail,Mountrail County,61,4501.0,0.0,True,,,Rural Area,
92,ND,38,Billings,Billings County,7,112.0,0.0,True,,,Rural Area,
93,ND,38,Pierce,Pierce County,69,2941.0,0.0,True,,,Rural Area,
94,ND,38,Eddy,Eddy County,27,1595.0,0.0,True,,,Rural Area,
95,ND,38,Cavalier,Cavalier County,19,2365.0,0.0,True,,,Rural Area,
96,ND,38,McIntosh,McIntosh County,51,1927.0,0.0,True,,,Rural Area,
97,ND,38,McHenry,McHenry County,49,2741.0,0.0,True,33500.0,"Minot, ND",Micropolitan Statistical Area,Outlying
98,ND,38,Barnes,Barnes County,3,7628.0,0.0,True,,,Rural Area,
99,ND,38,Emmons,Emmons County,29,1525.0,0.0,True,,,Rural Area,
100,ND,38,Adams,Adams County,1,1388.0,0.0,True,,,Rural Area,
101,ND,38,Cass,Cass County,17,140554.0,0.0,True,22020.0,"Fargo, ND-MN",Metropolitan Statistical Area,Central
102,ND,38,Nelson,Nelson County,63,1965.0,0.0,True,,,Rural Area,
103,ND,38,Bottineau,Bottineau County,9,3356.0,0.0,True,,,Rural Area,
104,ND,38,Benson,Benson County,5,1303.0,0.0,True,,,Rural Area,
105,ND,38,Divide,Divide County,23,1213.0,0.0,True,,,Rural Area,
106,ND,38,Dickey,Dickey County,21,3303.0,0.0,True,,,Rural Area,
107,ND,38,Hettinger,Hettinger County,41,1481.0,0.0,True,,,Rural Area,
108,ND,38,Kidder,Kidder County,43,1090.0,0.0,True,,,Rural Area,
109,ND,38,Grand Forks,Grand Forks County,35,57480.0,100.0,True,24220.0,"Grand Forks, ND-MN",Metropolitan Statistical Area,Central
110,ND,38,McLean,McLean County,55,5344.0,0.0,True,,,Rural Area,
111,ND,38,Golden Valley,Golden Valley County,33,1136.0,0.0,True,,,Rural Area,
112,ND,38,Foster,Foster County,31,2212.0,0.0,True,,,Rural Area,
113,ND,38,Renville,Renville County,75,1452.0,0.0,True,33500.0,"Minot, ND",Micropolitan Statistical Area,Outlying
114,ND,38,Wells,Wells County,103,2661.0,0.0,True,,,Rural Area,
115,ND,38,Ramsey,Ramsey County,71,10663.0,560.0,True,,,Rural Area,
116,ND,38,McKenzie,McKenzie County,53,2082.0,0.0,True,,,Rural Area,
117,ND,38,Mercer,Mercer County,57,6440.0,0.0,True,,,Rural Area,
118,ND,38,LaMoure,LaMoure County,45,2096.0,0.0,True,,,Rural Area,
119,ND,38,Logan,Logan County,47,1148.0,0.0,True,,,Rural Area,
120,ND,38,Sioux,Sioux County,85,262.0,0.0,True,13900.0,"Bismarck, ND",Metropolitan Statistical Area,Outlying
121,ND,38,Oliver,Oliver County,65,571.0,0.0,True,13900.0,"Bismarck, ND",Metropolitan Statistical Area,Outlying
122,ND,38,Steele,Steele County,91,799.0,0.0,True,,,Rural Area,
123,ND,38,Towner,Towner County,95,1370.0,0.0,True,,,Rural Area,
124,ND,38,Ransom,Ransom County,73,3233.0,0.0,True,,,Rural Area,
125,ND,38,Stark,Stark County,89,19804.0,0.0,True,19860.0,"Dickinson, ND",Micropolitan Statistical Area,Central
126,ND,38,Ward,Ward County,101,45481.0,0.0,True,33500.0,"Minot, ND",Micropolitan Statistical Area,Central
127,ND,38,Walsh,Walsh County,99,7310.0,0.0,True,,,Rural Area,
128,ND,38,Stutsman,Stutsman County,93,16246.0,0.0,True,27420.0,"Jamestown, ND",Micropolitan Statistical Area,Central
129,ND,38,Richland,Richland County,77,11197.0,0.0,True,47420.0,"Wahpeton, ND-MN",Micropolitan Statistical Area,Central
130,ND,38,Williams,Williams County,105,16992.0,0.0,True,48780.0,"Williston, ND",Micropolitan Statistical Area,Central
131,ND,38,Sargent,Sargent County,81,2031.0,0.0,True,,,Rural Area,
132,ND,38,Burleigh,Burleigh County,15,63545.0,0.0,True,13900.0,"Bismarck, ND",Metropolitan Statistical Area,Central
133,NY,36,Essex,Essex County,31,17917.0,3540.0,True,,,Rural Area,
134,NY,36,Ulster,Ulster County,111,74593.0,0.0,True,28740.0,"Kingston, NY",Metropolitan Statistical Area,Central
135,NY,36,Sullivan,Sullivan County,105,34445.0,36115.0,True,,,Rural Area,
136,NY,36,Chemung,Chemung County,15,62242.0,1000.0,True,21300.0,"Elmira, NY",Metropolitan Statistical Area,Central
137,NY,36,New York,New York County,61,1650330.0,409504.0,True,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Central
138,NY,36,Richmond,Richmond County,85,443046.0,46500.0,True,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Central
139,NY,36,Cattaraugus,Cattaraugus County,9,51492.0,5372.0,True,36460.0,"Olean, NY",Micropolitan Statistical Area,Central
140,NY,36,Monroe,Monroe County,55,608421.0,16289.0,True,40380.0,"Rochester, NY",Metropolitan Statistical Area,Central
141,NY,36,Nassau,Nassau County,59,1753450.0,7050.0,True,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Central
142,NY,36,Herkimer,Herkimer County,43,50246.0,1064.0,True,46540.0,"Utica-Rome, NY",Metropolitan Statistical Area,Outlying
143,NY,36,Onondaga,Onondaga County,67,418225.0,3613.0,True,45060.0,"Syracuse, NY",Metropolitan Statistical Area,Central
144,NY,36,Columbia,Columbia County,21,16579.0,900.0,True,26460.0,"Hudson, NY",Micropolitan Statistical Area,Central
145,NY,36,Dutchess,Dutchess County,27,107265.0,49.0,True,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Outlying
146,NY,36,Schenectady,Schenectady County,93,101681.0,2659.0,True,10580.0,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,Central
147,NY,36,Saratoga,Saratoga County,91,114667.0,500.0,True,10580.0,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,Central
148,NY,36,Greene,Greene County,39,15493.0,500.0,True,,,Rural Area,
149,NY,36,Ontario,Ontario County,69,60193.0,297.0,True,40380.0,"Rochester, NY",Metropolitan Statistical Area,Central
150,NY,36,Delaware,Delaware County,25,15233.0,2200.0,True,,,Rural Area,
151,NY,36,Allegany,Allegany County,3,17796.0,5904.0,True,,,Rural Area,
152,NY,36,Albany,Albany County,1,446924.0,0.0,True,10580.0,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,Central
153,NY,36,Bronx,Bronx County,5,684569.0,125000.0,True,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Central
154,NY,36,Broome,Broome County,7,158398.0,30.0,True,13780.0,"Binghamton, NY",Metropolitan Statistical Area,Central
155,NY,36,Clinton,Clinton County,19,37155.0,3597.0,True,38460.0,"Plattsburgh, NY",Micropolitan Statistical Area,Central
156,NY,36,Erie,Erie County,29,918349.0,98890.0,True,15380.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Metropolitan Statistical Area,Central
157,NY,36,Jefferson,Jefferson County,45,62310.0,8077.0,True,48060.0,"Watertown-Fort Drum, NY",Metropolitan Statistical Area,Central
158,NY,36,Fulton,Fulton County,35,26387.0,250.0,True,24100.0,"Gloversville, NY",Micropolitan Statistical Area,Central
159,NY,36,Madison,Madison County,53,36299.0,3700.0,True,45060.0,"Syracuse, NY",Metropolitan Statistical Area,Outlying
160,NY,36,Kings,Kings County,47,2897823.0,821700.0,True,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Central
161,NY,36,Genesee,Genesee County,37,31132.0,1188.0,True,12860.0,"Batavia, NY",Micropolitan Statistical Area,Central
162,NY,36,Lewis,Lewis County,49,6739.0,218.0,True,,,Rural Area,
163,NY,36,Franklin,Franklin County,33,23514.0,3510.0,True,31660.0,"Malone, NY",Micropolitan Statistical Area,Central
164,NY,36,Montgomery,Montgomery County,57,30156.0,2000.0,True,11220.0,"Amsterdam, NY",Micropolitan Statistical Area,Central
165,NY,36,Orange,Orange County,71,210364.0,695.0,True,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Outlying
166,NY,36,Yates,Yates County,123,9362.0,850.0,True,40380.0,"Rochester, NY",Metropolitan Statistical Area,Outlying
167,NY,36,Niagara,Niagara County,63,254078.0,30878.0,True,15380.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Metropolitan Statistical Area,Central
168,NY,36,Putnam,Putnam County,79,14425.0,0.0,True,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Central
169,NY,36,Hamilton,Hamilton County,41,875.0,90.0,True,,,Rural Area,
170,NY,36,Chenango,Chenango County,17,14520.0,500.0,True,,,Rural Area,
171,NY,36,Livingston,Livingston County,51,31804.0,6735.0,True,40380.0,"Rochester, NY",Metropolitan Statistical Area,Outlying
172,NY,36,Schuyler,Schuyler County,97,3716.0,700.0,True,,,Rural Area,
173,NY,36,Schoharie,Schoharie County,95,7278.0,2500.0,True,10580.0,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,Outlying
174,NY,36,Rensselaer,Rensselaer County,83,92983.0,0.0,True,10580.0,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,Central
175,NY,36,Oneida,Oneida County,65,183267.0,0.0,True,46540.0,"Utica-Rome, NY",Metropolitan Statistical Area,Central
176,NY,36,Wayne,Wayne County,117,43716.0,2005.0,True,40380.0,"Rochester, NY",Metropolitan Statistical Area,Outlying
177,NY,36,Suffolk,Suffolk County,103,571748.0,40382.0,True,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Central
178,NY,36,Tioga,Tioga County,107,17408.0,1782.0,True,13780.0,"Binghamton, NY",Metropolitan Statistical Area,Central
179,NY,36,Cortland,Cortland County,23,22891.0,0.0,True,18660.0,"Cortland, NY",Micropolitan Statistical Area,Central
180,NY,36,Rockland,Rockland County,87,286994.0,200.0,True,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Central
181,NY,36,Wyoming,Wyoming County,121,15536.0,866.0,True,,,Rural Area,
182,NY,36,Oswego,Oswego County,75,43552.0,5000.0,True,45060.0,"Syracuse, NY",Metropolitan Statistical Area,Outlying
183,NY,36,Orleans,Orleans County,73,16748.0,277.0,True,40380.0,"Rochester, NY",Metropolitan Statistical Area,Outlying
184,NY,36,Steuben,Steuben County,101,39597.0,4316.0,True,18500.0,"Corning, NY",Micropolitan Statistical Area,Central
185,NY,36,Washington,Washington County,115,19316.0,0.0,True,24020.0,"Glens Falls, NY",Metropolitan Statistical Area,Central
186,NY,36,St. Lawrence,St. Lawrence County,89,53314.0,2139.0,True,36300.0,"Ogdensburg-Massena, NY",Micropolitan Statistical Area,Central
187,NY,36,Warren,Warren County,113,23156.0,4637.0,True,24020.0,"Glens Falls, NY",Metropolitan Statistical Area,Central
188,NY,36,Westchester,Westchester County,119,799273.0,1300.0,True,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Central
189,NY,36,Tompkins,Tompkins County,109,58529.0,5376.0,True,27060.0,"Ithaca, NY",Metropolitan Statistical Area,Central
190,NY,36,Otsego,Otsego County,77,17004.0,6250.0,True,36580.0,"Oneonta, NY",Micropolitan Statistical Area,Central
191,NY,36,Chautauqua,Chautauqua County,13,107960.0,9640.0,True,27460.0,"Jamestown-Dunkirk-Fredonia, NY",Micropolitan Statistical Area,Central
192,NY,36,Seneca,Seneca County,99,17116.0,372.0,True,42900.0,"Seneca Falls, NY",Micropolitan Statistical Area,Central
193,NY,36,Cayuga,Cayuga County,11,41872.0,10.0,True,12180.0,"Auburn, NY",Micropolitan Statistical Area,Central
194,NY,36,Queens,Queens County,81,2077737.0,559533.0,True,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Central
195,NM,35,Colfax,Colfax County,7,12959.0,0.0,True,,,Rural Area,
196,NM,35,Quay,Quay County,37,7447.0,0.0,True,,,Rural Area,
197,NM,35,Union,Union County,59,2980.0,0.0,True,,,Rural Area,
198,NM,35,Otero,Otero County,35,33708.0,0.0,True,10460.0,"Alamogordo, NM",Micropolitan Statistical Area,Central
199,NM,35,Lea,Lea County,25,55083.0,0.0,True,26020.0,"Hobbs, NM",Micropolitan Statistical Area,Central
200,NM,35,Taos,Taos County,55,7668.0,13000.0,True,45340.0,"Taos, NM",Micropolitan Statistical Area,Central
201,NM,35,Grant,Grant County,17,13749.0,0.0,True,43500.0,"Silver City, NM",Micropolitan Statistical Area,Central
202,NM,35,Sandoval,Sandoval County,43,100124.0,0.0,True,10740.0,"Albuquerque, NM",Metropolitan Statistical Area,Central
203,NM,35,Rio Arriba,Rio Arriba County,39,16584.0,0.0,True,21580.0,"Española, NM",Micropolitan Statistical Area,Central
204,NM,35,Sierra,Sierra County,51,9600.0,0.0,True,,,Rural Area,
205,NM,35,Lincoln,Lincoln County,27,14611.0,0.0,True,,,Rural Area,
206,NM,35,Guadalupe,Guadalupe County,19,3738.0,0.0,True,,,Rural Area,
207,NM,35,Catron,Catron County,3,600.0,0.0,True,,,Rural Area,
208,NM,35,Chaves,Chaves County,5,51997.0,127.0,True,40740.0,"Roswell, NM",Micropolitan Statistical Area,Central
209,NM,35,Curry,Curry County,9,39458.0,0.0,True,17580.0,"Clovis, NM",Micropolitan Statistical Area,Central
210,NM,35,Doña Ana,Doña Ana County,13,86957.0,6791.0,True,29740.0,"Las Cruces, NM",Metropolitan Statistical Area,Central
211,NM,35,Harding,Harding County,21,327.0,0.0,True,,,Rural Area,
212,NM,35,Hidalgo,Hidalgo County,23,2797.0,0.0,True,,,Rural Area,
213,NM,35,Los Alamos,Los Alamos County,28,38100.0,0.0,True,31060.0,"Los Alamos, NM",Micropolitan Statistical Area,Central
214,NM,35,Cibola,Cibola County,6,15430.0,0.0,True,24380.0,"Grants, NM",Micropolitan Statistical Area,Central
215,NM,35,De Baca,De Baca County,11,1390.0,0.0,True,,,Rural Area,
216,NM,35,Luna,Luna County,29,16519.0,0.0,True,19700.0,"Deming, NM",Micropolitan Statistical Area,Central
217,NM,35,Mora,Mora County,33,1099.0,0.0,True,,,Rural Area,
218,NM,35,Eddy,Eddy County,15,42105.0,0.0,True,16100.0,"Carlsbad-Artesia, NM",Micropolitan Statistical Area,Central
219,NM,35,San Juan,San Juan County,45,82492.0,0.0,True,22140.0,"Farmington, NM",Metropolitan Statistical Area,Central
220,NM,35,Socorro,Socorro County,53,9338.0,0.0,True,,,Rural Area,
221,NM,35,San Miguel,San Miguel County,47,19270.0,0.0,True,29780.0,"Las Vegas, NM",Micropolitan Statistical Area,Central
222,NM,35,Roosevelt,Roosevelt County,41,1280.0,0.0,True,38780.0,"Portales, NM",Micropolitan Statistical Area,Central
223,NM,35,Santa Fe,Santa Fe County,49,77498.0,5000.0,True,42140.0,"Santa Fe, NM",Metropolitan Statistical Area,Central
224,NM,35,Torrance,Torrance County,57,4733.0,0.0,True,10740.0,"Albuquerque, NM",Metropolitan Statistical Area,Outlying
225,NM,35,Bernalillo,Bernalillo County,1,956163.0,0.0,True,10740.0,"Albuquerque, NM",Metropolitan Statistical Area,Central
226,NM,35,Valencia,Valencia County,61,33425.0,0.0,True,10740.0,"Albuquerque, NM",Metropolitan Statistical Area,Outlying
227,NM,35,McKinley,McKinley County,31,31776.0,613.0,True,23700.0,"Gallup, NM",Micropolitan Statistical Area,Central
228,MT,30,Sanders,Sanders County,89,2144.0,0.0,True,,,Rural Area,
229,MT,30,Gallatin,Gallatin County,31,51381.0,0.0,True,14580.0,"Bozeman, MT",Micropolitan Statistical Area,Central
230,MT,30,Madison,Madison County,57,2642.0,0.0,True,,,Rural Area,
231,MT,30,Richland,Richland County,83,5446.0,0.0,True,,,Rural Area,
232,MT,30,Hill,Hill County,41,14768.0,0.0,True,,,Rural Area,
233,MT,30,Garfield,Garfield County,33,443.0,0.0,True,,,Rural Area,
234,MT,30,Glacier,Glacier County,35,11404.0,0.0,True,,,Rural Area,
235,MT,30,Pondera,Pondera County,73,3459.0,0.0,True,,,Rural Area,
236,MT,30,Prairie,Prairie County,79,0.0,0.0,False,,,Rural Area,
237,MT,30,Custer,Custer County,17,9941.0,0.0,True,,,Rural Area,
238,MT,30,Petroleum,Petroleum County,69,182.0,0.0,True,,,Rural Area,
239,MT,30,Silver Bow,Silver Bow County,93,27931.0,0.0,True,15580.0,"Butte-Silver Bow, MT",Micropolitan Statistical Area,Central
240,MT,30,McCone,McCone County,55,644.0,0.0,True,,,Rural Area,
241,MT,30,Missoula,Missoula County,63,47287.0,0.0,True,33540.0,"Missoula, MT",Metropolitan Statistical Area,Central
242,MT,30,Deer Lodge,Deer Lodge County,23,5792.0,0.0,True,,,Rural Area,
243,MT,30,Lewis and Clark,Lewis and Clark County,49,32687.0,0.0,True,25740.0,"Helena, MT",Micropolitan Statistical Area,Central
244,MT,30,Rosebud,Rosebud County,87,7763.0,0.0,True,,,Rural Area,
245,MT,30,Liberty,Liberty County,51,0.0,0.0,False,,,Rural Area,
246,MT,30,Lake,Lake County,47,9165.0,0.0,True,,,Rural Area,
247,MT,30,Wibaux,Wibaux County,109,650.0,0.0,True,,,Rural Area,
248,MT,30,Carter,Carter County,11,550.0,0.0,True,,,Rural Area,
249,MT,30,Lincoln,Lincoln County,53,3819.0,0.0,True,,,Rural Area,
250,MT,30,Powder River,Powder River County,75,0.0,0.0,False,,,Rural Area,
251,MT,30,Fallon,Fallon County,25,1795.0,0.0,True,,,Rural Area,
252,MT,30,Big Horn,Big Horn County,3,6000.0,0.0,True,,,Rural Area,
253,MT,30,Beaverhead,Beaverhead County,1,4312.0,0.0,True,,,Rural Area,
254,MT,30,Blaine,Blaine County,5,2370.0,0.0,True,,,Rural Area,
255,MT,30,Broadwater,Broadwater County,7,2010.0,0.0,True,,,Rural Area,
256,MT,30,Cascade,Cascade County,13,63729.0,0.0,True,24500.0,"Great Falls, MT",Metropolitan Statistical Area,Central
257,MT,30,Flathead,Flathead County,29,35434.0,1000.0,True,28060.0,"Kalispell, MT",Micropolitan Statistical Area,Central
258,MT,30,Granite,Granite County,39,1200.0,0.0,True,,,Rural Area,
