,STATE,STATEFP,COUNTY,NAMELSAD,COUNTYFP,PRES_RES_RECEIVING_COLLCTN,PRES_N_RES_RECEIVING_COLLCTN,epa_data,cbsa_fips,cbsa_name,metro_micro,central_outlying_county
1594,VA,51,Wise,Wise County,195,33777.0,0.0,True,13720.0,"Big Stone Gap, VA",Micropolitan Statistical Area,Central
1595,VA,51,Falls Church,Falls Church city,610,5246.0,250.0,True,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central
1596,VA,51,Montgomery,Montgomery County,121,70520.0,1000.0,True,13980.0,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,Central
1597,VA,51,Fredericksburg,Fredericksburg city,630,22313.0,0.0,True,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Outlying
1598,VA,51,James City,James City County,95,76004.0,0.0,True,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Outlying
1599,VA,51,Covington,Covington city,580,9500.0,0.0,True,,,Rural Area,
1600,VA,51,Waynesboro,Waynesboro city,820,26842.0,0.0,True,44420.0,"Staunton-Waynesboro, VA",Metropolitan Statistical Area,Central
1601,VA,51,Campbell,Campbell County,31,25828.0,170.0,True,31340.0,"Lynchburg, VA",Metropolitan Statistical Area,Central
1602,VA,51,Henry,Henry County,89,25770.0,0.0,True,32300.0,"Martinsville, VA",Micropolitan Statistical Area,Central
1603,VA,51,Hanover,Hanover County,85,51894.0,0.0,True,40060.0,"Richmond, VA",Metropolitan Statistical Area,Central
1604,VA,51,Prince William,Prince William County,153,423756.0,400.0,True,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central
1605,VA,51,Greensville,Greensville County,81,3073.0,0.0,True,,,Rural Area,
1606,VA,51,Chesterfield,Chesterfield County,41,40829.0,0.0,True,40060.0,"Richmond, VA",Metropolitan Statistical Area,Central
1607,VA,51,Middlesex,Middlesex County,119,702.0,0.0,True,,,Rural Area,
1608,VA,51,Suffolk,Suffolk city,800,116712.0,0.0,True,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Central
1609,VA,51,Warren,Warren County,187,12627.0,0.0,True,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Outlying
1610,VA,51,Stafford,Stafford County,179,44456.0,0.0,True,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central
1611,VA,51,Russell,Russell County,167,8177.0,0.0,True,,,Rural Area,
1612,VA,51,Staunton,Staunton city,790,30912.0,0.0,True,44420.0,"Staunton-Waynesboro, VA",Metropolitan Statistical Area,Central
1613,VA,51,Bedford City,Bedford city,515,0.0,0.0,False,31340.0,"Lynchburg, VA",Metropolitan Statistical Area,Central
1614,VA,51,Virginia Beach,Virginia Beach city,810,549074.0,12240.0,True,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Central
1615,VA,51,Roanoke City,Roanoke city,770,99714.0,0.0,True,40220.0,"Roanoke, VA",Metropolitan Statistical Area,Central
1616,VA,51,Wythe,Wythe County,197,14132.0,0.0,True,,,Rural Area,
1617,VA,51,Richmond,Richmond County,159,1000.0,0.0,True,,,Rural Area,
1618,VA,51,Henrico,Henrico County,87,209300.0,0.0,True,40060.0,"Richmond, VA",Metropolitan Statistical Area,Central
1619,VA,51,Sussex,Sussex County,183,2727.0,150.0,True,40060.0,"Richmond, VA",Metropolitan Statistical Area,Outlying
1620,VA,51,Brunswick,Brunswick County,25,5485.0,0.0,True,,,Rural Area,
1621,VA,51,Norfolk,Norfolk city,710,545788.0,0.0,True,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Central
1622,VA,51,Fauquier,Fauquier County,61,16949.0,625.0,True,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central
1623,VA,51,Charles City,Charles City County,36,0.0,0.0,False,40060.0,"Richmond, VA",Metropolitan Statistical Area,Outlying
1624,VA,51,King William,King William County,101,6485.0,0.0,True,40060.0,"Richmond, VA",Metropolitan Statistical Area,Outlying
1625,VA,51,Northampton,Northampton County,131,1811.0,0.0,True,,,Rural Area,
1626,VA,51,Chesapeake,Chesapeake city,550,3614.0,0.0,True,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Central
1627,VA,51,Buena Vista,Buena Vista city,530,8179.0,0.0,True,,,Rural Area,
1628,VA,51,Caroline,Caroline County,33,2740.0,0.0,True,40060.0,"Richmond, VA",Metropolitan Statistical Area,Outlying
1629,VA,51,Charlotte,Charlotte County,37,1728.0,0.0,True,,,Rural Area,
1630,VA,51,New Kent,New Kent County,127,2900.0,0.0,True,40060.0,"Richmond, VA",Metropolitan Statistical Area,Outlying
1631,VA,51,Loudoun,Loudoun County,107,118832.0,0.0,True,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central
1632,VA,51,Washington,Washington County,191,11939.0,25.0,True,28700.0,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,Outlying
1633,VA,51,Radford,Radford city,750,15859.0,0.0,True,13980.0,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,Central
1634,VA,51,Arlington,Arlington County,13,603151.0,0.0,True,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central
1635,VA,51,Prince George,Prince George County,149,20531.0,0.0,True,40060.0,"Richmond, VA",Metropolitan Statistical Area,Central
1636,VA,51,Dickenson,Dickenson County,51,4941.0,0.0,True,13720.0,"Big Stone Gap, VA",Micropolitan Statistical Area,Outlying
1637,VA,51,Floyd,Floyd County,63,575.0,0.0,True,13980.0,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,Outlying
1638,VA,51,Gloucester,Gloucester County,73,864.0,0.0,True,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Central
1639,VA,51,Amelia,Amelia County,7,778.0,0.0,True,40060.0,"Richmond, VA",Metropolitan Statistical Area,Outlying
1640,VA,51,Goochland,Goochland County,75,0.0,0.0,False,40060.0,"Richmond, VA",Metropolitan Statistical Area,Outlying
1641,VA,51,Patrick,Patrick County,141,1529.0,0.0,True,,,Rural Area,
1642,VA,51,Southampton,Southampton County,175,12832.0,0.0,True,,,Rural Area,
1643,VA,51,Shenandoah,Shenandoah County,171,14798.0,0.0,True,,,Rural Area,
1644,VA,51,Amherst,Amherst County,9,3970.0,0.0,True,31340.0,"Lynchburg, VA",Metropolitan Statistical Area,Central
1645,VA,51,Grayson,Grayson County,77,2732.0,0.0,True,,,Rural Area,
1646,VA,51,Poquoson,Poquoson city,735,2596.0,0.0,True,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Central
1647,VA,51,Giles,Giles County,71,7769.0,0.0,True,13980.0,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,Outlying
1648,VA,51,Colonial Heights,Colonial Heights city,570,0.0,0.0,False,40060.0,"Richmond, VA",Metropolitan Statistical Area,Central
1649,VA,51,Accomack,Accomack County,1,2524.0,300.0,True,,,Rural Area,
1650,VA,51,Rockingham,Rockingham County,165,66174.0,0.0,True,25500.0,"Harrisonburg, VA",Metropolitan Statistical Area,Central
1651,VA,51,Hopewell,Hopewell city,670,22000.0,0.0,True,40060.0,"Richmond, VA",Metropolitan Statistical Area,Central
1652,VA,51,Craig,Craig County,45,248.0,0.0,True,40220.0,"Roanoke, VA",Metropolitan Statistical Area,Outlying
1653,VA,51,Norton,Norton city,720,300.0,0.0,True,13720.0,"Big Stone Gap, VA",Micropolitan Statistical Area,Central
1654,VA,51,Louisa,Louisa County,109,2000.0,0.0,True,,,Rural Area,
1655,VA,51,Mathews,Mathews County,115,0.0,0.0,False,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Outlying
1656,VA,51,Cumberland,Cumberland County,49,451.0,0.0,True,,,Rural Area,
1657,VA,51,Petersburg,Petersburg city,730,85600.0,0.0,True,40060.0,"Richmond, VA",Metropolitan Statistical Area,Central
1658,VA,51,Greene,Greene County,79,4500.0,0.0,True,16820.0,"Charlottesville, VA",Metropolitan Statistical Area,Outlying
1659,VA,51,Salem,Salem city,775,24747.0,0.0,True,40220.0,"Roanoke, VA",Metropolitan Statistical Area,Central
1660,VA,51,Botetourt,Botetourt County,23,10737.0,0.0,True,40220.0,"Roanoke, VA",Metropolitan Statistical Area,Central
1661,VA,51,Albemarle,Albemarle County,3,49034.0,0.0,True,16820.0,"Charlottesville, VA",Metropolitan Statistical Area,Central
1662,VA,51,Halifax,Halifax County,83,10457.0,0.0,True,,,Rural Area,
1663,VA,51,Galax,Galax city,640,0.0,0.0,False,,,Rural Area,
1664,VA,51,Powhatan,Powhatan County,145,2010.0,0.0,True,40060.0,"Richmond, VA",Metropolitan Statistical Area,Outlying
1665,VA,51,Danville,Danville city,590,55187.0,0.0,True,19260.0,"Danville, VA",Micropolitan Statistical Area,Central
1666,VA,51,Appomattox,Appomattox County,11,2304.0,0.0,True,31340.0,"Lynchburg, VA",Metropolitan Statistical Area,Outlying
1667,VA,51,Manassas,Manassas city,683,0.0,0.0,False,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central
1668,VA,51,Bath,Bath County,17,5334.0,0.0,True,,,Rural Area,
1669,VA,51,Augusta,Augusta County,15,32591.0,870.0,True,44420.0,"Staunton-Waynesboro, VA",Metropolitan Statistical Area,Central
1670,VA,51,Buchanan,Buchanan County,27,4096.0,0.0,True,,,Rural Area,
1671,VA,51,Williamsburg,Williamsburg city,830,10928.0,27357.0,True,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Outlying
1672,VA,51,Bedford,Bedford County,19,7200.0,0.0,True,31340.0,"Lynchburg, VA",Metropolitan Statistical Area,Central
1673,VA,51,Clarke,Clarke County,43,3586.0,0.0,True,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Outlying
1674,VA,51,Westmoreland,Westmoreland County,193,4808.0,0.0,True,,,Rural Area,
1675,VA,51,Mecklenburg,Mecklenburg County,117,11130.0,40.0,True,,,Rural Area,
1676,VA,51,Orange,Orange County,137,16530.0,2469.0,True,,,Rural Area,
1677,VA,51,Lynchburg,Lynchburg city,680,62491.0,0.0,True,31340.0,"Lynchburg, VA",Metropolitan Statistical Area,Central
1678,VA,51,Franklin,Franklin County,67,7988.0,0.0,True,40220.0,"Roanoke, VA",Metropolitan Statistical Area,Outlying
1679,VA,51,Culpeper,Culpeper County,47,14071.0,0.0,True,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Outlying
1680,VA,51,Alleghany,Alleghany County,5,9892.0,0.0,True,,,Rural Area,
1681,VA,51,Fairfax,Fairfax County,59,326990.0,0.0,True,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central
1682,VA,51,Winchester,Winchester city,840,0.0,0.0,False,49020.0,"Winchester, VA-WV",Metropolitan Statistical Area,Central
1683,VA,51,Newport News,Newport News city,700,254725.0,16088.0,True,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Central
1684,VA,51,York,York County,199,85009.0,5039.0,True,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Central
1685,MO,29,Marion,Marion County,127,20778.0,500.0,True,25300.0,"Hannibal, MO",Micropolitan Statistical Area,Central
1686,MO,29,Shannon,Shannon County,203,2377.0,1314.0,True,,,Rural Area,
1687,MO,29,Wright,Wright County,229,7479.0,0.0,True,,,Rural Area,
1688,MO,29,Clinton,Clinton County,49,5051.0,0.0,True,28140.0,"Kansas City, MO-KS",Metropolitan Statistical Area,Outlying
1689,MO,29,Worth,Worth County,227,861.0,0.0,True,,,Rural Area,
1690,MO,29,Maries,Maries County,125,2155.0,0.0,True,,,Rural Area,
1691,MO,29,Pemiscot,Pemiscot County,155,11783.0,534.0,True,,,Rural Area,
1692,MO,29,St. Francois,St. Francois County,187,38225.0,7556.0,True,22100.0,"Farmington, MO",Micropolitan Statistical Area,Central
1693,MO,29,Boone,Boone County,19,129716.0,20470.0,True,17860.0,"Columbia, MO",Metropolitan Statistical Area,Central
1694,MO,29,Taney,Taney County,213,23525.0,49258.0,True,14700.0,"Branson, MO",Micropolitan Statistical Area,Central
1695,MO,29,Pulaski,Pulaski County,169,16994.0,23263.0,True,22780.0,"Fort Leonard Wood, MO",Micropolitan Statistical Area,Central
1696,MO,29,Platte,Platte County,165,39925.0,90.0,True,28140.0,"Kansas City, MO-KS",Metropolitan Statistical Area,Central
1697,MO,29,Lincoln,Lincoln County,113,17717.0,1828.0,True,41180.0,"St. Louis, MO-IL",Metropolitan Statistical Area,Outlying
1698,MO,29,Lafayette,Lafayette County,107,19140.0,1565.0,True,28140.0,"Kansas City, MO-KS",Metropolitan Statistical Area,Outlying
1699,MO,29,Benton,Benton County,15,5312.0,450.0,True,,,Rural Area,
1700,MO,29,Clark,Clark County,45,3016.0,15.0,True,22800.0,"Fort Madison-Keokuk, IA-IL-MO",Micropolitan Statistical Area,Outlying
1701,MO,29,Cooper,Cooper County,53,10339.0,3100.0,True,,,Rural Area,
1702,MO,29,Dent,Dent County,65,4486.0,463.0,True,,,Rural Area,
1703,MO,29,Cole,Cole County,51,7794.0,0.0,True,27620.0,"Jefferson City, MO",Metropolitan Statistical Area,Central
1704,MO,29,Atchison,Atchison County,5,3698.0,10.0,True,,,Rural Area,
1705,MO,29,Lawrence,Lawrence County,109,17399.0,0.0,True,,,Rural Area,
1706,MO,29,Andrew,Andrew County,3,5354.0,0.0,True,41140.0,"St. Joseph, MO-KS",Metropolitan Statistical Area,Outlying
1707,MO,29,Cass,Cass County,37,68959.0,1420.0,True,28140.0,"Kansas City, MO-KS",Metropolitan Statistical Area,Central
1708,MO,29,Gasconade,Gasconade County,73,6417.0,383.0,True,,,Rural Area,
1709,MO,29,Phelps,Phelps County,161,24824.0,1200.0,True,40620.0,"Rolla, MO",Micropolitan Statistical Area,Central
1710,MO,29,Ste. Genevieve,Ste. Genevieve County,186,5091.0,100.0,True,,,Rural Area,
1711,MO,29,Hickory,Hickory County,85,1672.0,250.0,True,,,Rural Area,
1712,MO,29,Stoddard,Stoddard County,207,17198.0,291.0,True,,,Rural Area,
1713,MO,29,Oregon,Oregon County,149,3042.0,579.0,True,,,Rural Area,
1714,MO,29,Caldwell,Caldwell County,25,4504.0,0.0,True,28140.0,"Kansas City, MO-KS",Metropolitan Statistical Area,Outlying
1715,MO,29,Douglas,Douglas County,67,2993.0,500.0,True,,,Rural Area,
1716,MO,29,Buchanan,Buchanan County,21,75826.0,11130.0,True,41140.0,"St. Joseph, MO-KS",Metropolitan Statistical Area,Central
1717,MO,29,Lewis,Lewis County,111,5064.0,858.0,True,39500.0,"Quincy, IL-MO",Micropolitan Statistical Area,Outlying
1718,MO,29,Ozark,Ozark County,153,1125.0,400.0,True,,,Rural Area,
1719,MO,29,Jasper,Jasper County,97,79639.0,8686.0,True,27900.0,"Joplin, MO",Metropolitan Statistical Area,Central
1720,MO,29,Putnam,Putnam County,171,1939.0,0.0,True,,,Rural Area,
1721,MO,29,Osage,Osage County,151,2732.0,1920.0,True,27620.0,"Jefferson City, MO",Metropolitan Statistical Area,Outlying
1722,MO,29,Nodaway,Nodaway County,147,14803.0,0.0,True,32340.0,"Maryville, MO",Micropolitan Statistical Area,Central
1723,MO,29,Randolph,Randolph County,175,15107.0,3000.0,True,33620.0,"Moberly, MO",Micropolitan Statistical Area,Central
1724,MO,29,Jefferson,Jefferson County,99,148762.0,184.0,True,41180.0,"St. Louis, MO-IL",Metropolitan Statistical Area,Central
1725,MO,29,Cedar,Cedar County,39,5789.0,580.0,True,,,Rural Area,
1726,MO,29,Wayne,Wayne County,223,2830.0,80.0,True,,,Rural Area,
1727,MO,29,Iron,Iron County,93,4037.0,0.0,True,,,Rural Area,
1728,MO,29,Harrison,Harrison County,81,4746.0,0.0,True,,,Rural Area,
1729,MO,29,Shelby,Shelby County,205,3652.0,165.0,True,,,Rural Area,
1730,MO,29,Carter,Carter County,35,2008.0,385.0,True,,,Rural Area,
1731,MO,29,Perry,Perry County,157,8831.0,1500.0,True,,,Rural Area,
1732,MO,29,Dunklin,Dunklin County,69,23207.0,505.0,True,28380.0,"Kennett, MO",Micropolitan Statistical Area,Central
1733,MO,29,Macon,Macon County,121,8255.0,1528.0,True,,,Rural Area,
1734,MO,29,Moniteau,Moniteau County,135,8183.0,507.0,True,27620.0,"Jefferson City, MO",Metropolitan Statistical Area,Outlying
1735,MO,29,Scotland,Scotland County,199,1822.0,0.0,True,,,Rural Area,
1736,MO,29,Saline,Saline County,195,16996.0,160.0,True,32180.0,"Marshall, MO",Micropolitan Statistical Area,Central
1737,MO,29,Camden,Camden County,29,7711.0,13473.0,True,,,Rural Area,
1738,MO,29,Crawford,Crawford County,55,7783.0,1626.0,True,,,Rural Area,
1739,MO,29,Warren,Warren County,219,12929.0,92.0,True,41180.0,"St. Louis, MO-IL",Metropolitan Statistical Area,Outlying
1740,MO,29,Gentry,Gentry County,75,3925.0,500.0,True,,,Rural Area,
1741,MO,29,Barton,Barton County,11,6421.0,700.0,True,,,Rural Area,
1742,MO,29,Newton,Newton County,145,33345.0,6525.0,True,27900.0,"Joplin, MO",Metropolitan Statistical Area,Outlying
1743,MO,29,St. Louis City,St. Louis city,510,0.0,0.0,False,41180.0,"St. Louis, MO-IL",Metropolitan Statistical Area,Central
1744,MO,29,Greene,Greene County,77,185085.0,49145.0,True,44180.0,"Springfield, MO",Metropolitan Statistical Area,Central
1745,MO,29,Scott,Scott County,201,26117.0,144.0,True,43460.0,"Sikeston, MO",Micropolitan Statistical Area,Central
1746,MO,29,Howard,Howard County,89,5318.0,1850.0,True,,,Rural Area,
1747,MO,29,Callaway,Callaway County,27,55751.0,18002.0,True,27620.0,"Jefferson City, MO",Metropolitan Statistical Area,Outlying
1748,MO,29,Bollinger,Bollinger County,17,1622.0,0.0,True,16020.0,"Cape Girardeau, MO-IL",Metropolitan Statistical Area,Outlying
1749,MO,29,Holt,Holt County,87,2832.0,0.0,True,,,Rural Area,
1750,MO,29,Washington,Washington County,221,3845.0,1833.0,True,,,Rural Area,
1751,MO,29,Morgan,Morgan County,141,5039.0,100.0,True,,,Rural Area,
1752,MO,29,Christian,Christian County,43,43536.0,793.0,True,44180.0,"Springfield, MO",Metropolitan Statistical Area,Central
1753,MO,29,Livingston,Livingston County,117,9584.0,0.0,True,,,Rural Area,
1754,MO,29,Ralls,Ralls County,173,2343.0,0.0,True,25300.0,"Hannibal, MO",Micropolitan Statistical Area,Outlying
1755,MO,29,Ray,Ray County,177,7323.0,1054.0,True,28140.0,"Kansas City, MO-KS",Metropolitan Statistical Area,Outlying
1756,MO,29,Mercer,Mercer County,129,1512.0,0.0,True,,,Rural Area,
1757,MO,29,Reynolds,Reynolds County,179,1585.0,237.0,True,,,Rural Area,
1758,MO,29,Carroll,Carroll County,33,4966.0,10027.0,True,,,Rural Area,
1759,MO,29,Grundy,Grundy County,79,6705.0,2516.0,True,,,Rural Area,
1760,MO,29,Schuyler,Schuyler County,197,1733.0,0.0,True,28860.0,"Kirksville, MO",Micropolitan Statistical Area,Outlying
1761,MO,29,Polk,Polk County,167,11991.0,674.0,True,44180.0,"Springfield, MO",Metropolitan Statistical Area,Outlying
1762,MO,29,Knox,Knox County,103,1833.0,0.0,True,,,Rural Area,
1763,MO,29,Cape Girardeau,Cape Girardeau County,31,56616.0,124.0,True,16020.0,"Cape Girardeau, MO-IL",Metropolitan Statistical Area,Central
1764,MO,29,Butler,Butler County,23,18783.0,1557.0,True,38740.0,"Poplar Bluff, MO",Micropolitan Statistical Area,Central
1765,MO,29,Madison,Madison County,123,5091.0,0.0,True,,,Rural Area,
1766,MO,29,New Madrid,New Madrid County,143,12631.0,423.0,True,,,Rural Area,
1767,MO,29,Henry,Henry County,83,12817.0,1695.0,True,,,Rural Area,
1768,MO,29,Jackson,Jackson County,95,769999.0,98885.0,True,28140.0,"Kansas City, MO-KS",Metropolitan Statistical Area,Central
1769,MO,29,Barry,Barry County,9,15593.0,3205.0,True,,,Rural Area,
1770,MO,29,DeKalb,DeKalb County,63,12178.0,5500.0,True,41140.0,"St. Joseph, MO-KS",Metropolitan Statistical Area,Outlying
1771,MO,29,Howell,Howell County,91,16889.0,1732.0,True,48460.0,"West Plains, MO",Micropolitan Statistical Area,Central
1772,MO,29,Miller,Miller County,131,6975.0,37.0,True,,,Rural Area,
1773,MO,29,Dade,Dade County,57,2727.0,352.0,True,,,Rural Area,
1774,MO,29,Texas,Texas County,215,8141.0,130.0,True,,,Rural Area,
1775,MO,29,Adair,Adair County,1,17971.0,0.0,True,28860.0,"Kirksville, MO",Micropolitan Statistical Area,Central
1776,MO,29,Bates,Bates County,13,8130.0,200.0,True,28140.0,"Kansas City, MO-KS",Metropolitan Statistical Area,Outlying
1777,MO,29,Dallas,Dallas County,59,3501.0,2140.0,True,44180.0,"Springfield, MO",Metropolitan Statistical Area,Outlying
1778,MO,29,Pike,Pike County,163,8560.0,2030.0,True,,,Rural Area,
1779,MO,29,Mississippi,Mississippi County,133,9927.0,2950.0,True,,,Rural Area,
1780,MO,29,Chariton,Chariton County,41,3577.0,0.0,True,,,Rural Area,
1781,MO,29,Johnson,Johnson County,101,22884.0,310.0,True,47660.0,"Warrensburg, MO",Micropolitan Statistical Area,Central
1782,MO,29,Franklin,Franklin County,71,50570.0,5730.0,True,41180.0,"St. Louis, MO-IL",Metropolitan Statistical Area,Outlying
1783,MO,29,Webster,Webster County,225,13031.0,200.0,True,44180.0,"Springfield, MO",Metropolitan Statistical Area,Outlying
1784,MO,29,Ripley,Ripley County,181,1826.0,393.0,True,,,Rural Area,
1785,MO,29,Monroe,Monroe County,137,4212.0,70.0,True,,,Rural Area,
1786,MO,29,Stone,Stone County,209,6297.0,2384.0,True,14700.0,"Branson, MO",Micropolitan Statistical Area,Outlying
1787,MO,29,St. Charles,St. Charles County,183,286031.0,7400.0,True,41180.0,"St. Louis, MO-IL",Metropolitan Statistical Area,Central
1788,MO,29,Montgomery,Montgomery County,139,5977.0,85.0,True,,,Rural Area,
1789,MO,29,McDonald,McDonald County,119,7202.0,545.0,True,22220.0,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,Outlying
1790,MO,29,Laclede,Laclede County,105,15264.0,5000.0,True,30060.0,"Lebanon, MO",Micropolitan Statistical Area,Central
1791,MO,29,Pettis,Pettis County,159,24630.0,2500.0,True,42740.0,"Sedalia, MO",Micropolitan Statistical Area,Central
1792,MO,29,Sullivan,Sullivan County,211,3105.0,0.0,True,,,Rural Area,
1793,MO,29,Daviess,Daviess County,61,3420.0,0.0,True,,,Rural Area,
1794,MO,29,St. Louis,St. Louis County,189,1306120.0,360622.0,True,41180.0,"St. Louis, MO-IL",Metropolitan Statistical Area,Central
1795,MO,29,St. Clair,St. Clair County,185,2828.0,618.0,True,,,Rural Area,
1796,MO,29,Audrain,Audrain County,7,16073.0,3700.0,True,33020.0,"Mexico, MO",Micropolitan Statistical Area,Central
1797,MO,29,Linn,Linn County,115,8798.0,78.0,True,,,Rural Area,
1798,MO,29,Vernon,Vernon County,217,9093.0,40.0,True,,,Rural Area,
1799,MO,29,Clay,Clay County,47,117640.0,15273.0,True,28140.0,"Kansas City, MO-KS",Metropolitan Statistical Area,Central
1800,NH,33,Carroll,Carroll County,3,14005.0,2620.0,True,,,Rural Area,
1801,NH,33,Rockingham,Rockingham County,15,118014.0,210707.0,True,14460.0,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,Central
1802,NH,33,Strafford,Strafford County,17,68371.0,14532.0,True,14460.0,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,Outlying
1803,NH,33,Grafton,Grafton County,9,48312.0,36411.0,True,17200.0,"Claremont-Lebanon, NH-VT",Micropolitan Statistical Area,Central
1804,NH,33,Cheshire,Cheshire County,5,34961.0,2118.0,True,28300.0,"Keene, NH",Micropolitan Statistical Area,Central
1805,NH,33,Sullivan,Sullivan County,19,18619.0,747.0,True,17200.0,"Claremont-Lebanon, NH-VT",Micropolitan Statistical Area,Outlying
1806,NH,33,Belknap,Belknap County,1,63585.0,27950.0,True,29060.0,"Laconia, NH",Micropolitan Statistical Area,Central
1807,NH,33,Merrimack,Merrimack County,13,84280.0,31146.0,True,18180.0,"Concord, NH",Micropolitan Statistical Area,Central
1808,NH,33,Coos,Coos County,7,21748.0,1230.0,True,13620.0,"Berlin, NH-VT",Micropolitan Statistical Area,Central
1809,NH,33,Hillsborough,Hillsborough County,11,143495.0,80414.0,True,31700.0,"Manchester-Nashua, NH",Metropolitan Statistical Area,Central
1810,ME,23,Knox,Knox County,13,17400.0,657.0,True,,,Rural Area,
1811,ME,23,Sagadahoc,Sagadahoc County,23,15237.0,0.0,True,38860.0,"Portland-South Portland, ME",Metropolitan Statistical Area,Outlying
1812,ME,23,Franklin,Franklin County,7,10665.0,9452.0,True,,,Rural Area,
1813,ME,23,Kennebec,Kennebec County,11,61404.0,839.0,True,12300.0,"Augusta-Waterville, ME",Micropolitan Statistical Area,Central
1814,ME,23,Cumberland,Cumberland County,5,154889.0,8150.0,True,38860.0,"Portland-South Portland, ME",Metropolitan Statistical Area,Central
1815,ME,23,Piscataquis,Piscataquis County,21,8565.0,0.0,True,,,Rural Area,
1816,ME,23,Lincoln,Lincoln County,15,5894.0,510.0,True,,,Rural Area,
1817,ME,23,Washington,Washington County,29,11528.0,50.0,True,,,Rural Area,
1818,ME,23,Oxford,Oxford County,17,16397.0,1481.0,True,,,Rural Area,
1819,ME,23,Androscoggin,Androscoggin County,1,71098.0,0.0,True,30340.0,"Lewiston-Auburn, ME",Metropolitan Statistical Area,Central
1820,ME,23,Somerset,Somerset County,25,23569.0,650.0,True,,,Rural Area,
1821,ME,23,York,York County,31,83510.0,71460.0,True,38860.0,"Portland-South Portland, ME",Metropolitan Statistical Area,Central
1822,ME,23,Hancock,Hancock County,9,18907.0,10517.0,True,,,Rural Area,
1823,ME,23,Penobscot,Penobscot County,19,78881.0,5392.0,True,12620.0,"Bangor, ME",Metropolitan Statistical Area,Central
1824,ME,23,Aroostook,Aroostook County,3,38800.0,130.0,True,,,Rural Area,
1825,ME,23,Waldo,Waldo County,27,6854.0,1590.0,True,,,Rural Area,
1826,SC,45,McCormick,McCormick County,65,0.0,0.0,False,,,Rural Area,
1827,SC,45,Chesterfield,Chesterfield County,25,0.0,0.0,False,,,Rural Area,
1828,SC,45,Newberry,Newberry County,71,0.0,0.0,False,35140.0,"Newberry, SC",Micropolitan Statistical Area,Central
1829,SC,45,Beaufort,Beaufort County,13,0.0,0.0,False,25940.0,"Hilton Head Island-Bluffton-Beaufort, SC",Metropolitan Statistical Area,Central
1830,SC,45,Cherokee,Cherokee County,21,0.0,0.0,False,23500.0,"Gaffney, SC",Micropolitan Statistical Area,Central
1831,SC,45,Horry,Horry County,51,0.0,0.0,False,34820.0,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,Central
1832,SC,45,Lee,Lee County,61,0.0,0.0,False,,,Rural Area,
1833,SC,45,Allendale,Allendale County,5,0.0,0.0,False,,,Rural Area,
1834,SC,45,Chester,Chester County,23,0.0,0.0,False,16740.0,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,Outlying
